Time (s),Wave elevation (m)
0.0,2.785843941039694
0.25,2.785843941039694
0.5,2.890774755575306
0.75,2.9613161937089187
1.0,2.995958822953601
1.25,2.99437258783621
1.5,2.9574045892132785
1.75,2.886995882286328
2.0,2.7860262882355107
2.25,2.658101738970993
2.5,2.507302872776939
2.75,2.3379161588692416
3.0,2.1541695780989234
3.25,1.9599938025591777
3.5,1.758827025836636
3.75,1.5534773624447955
4.0,1.346051437730722
4.25,1.1379518878850174
4.5,0.929940486251059
4.75,0.7222580110637798
5.0,0.5147872354996205
5.25,0.3072419406728931
5.5,0.0993629049241805
5.75,-0.1088984427940015
6.0,-0.3172265939934219
6.25,-0.5248336655261331
6.5,-0.7304068756034332
6.75,-0.9321172333399808
7.0,-1.127689212268438
7.25,-1.3145255146496877
7.5,-1.4898758627388613
7.75,-1.6510345196306917
8.0,-1.7955483131373204
8.25,-1.921415571442926
8.5,-2.0272567104475296
8.75,-2.1124392313372278
9.0,-2.177143444856116
9.25,-2.2223600594985338
9.5,-2.249816471219597
9.75,-2.2618347127642577
10.0,-2.261130062011301
10.25,-2.2505647715172934
10.5,-2.232875806460062
10.75,-2.210398483197764
11.0,-2.184809211580665
11.25,-2.1569100177116245
11.5,-2.1264751601357705
11.75,-2.092176096239064
12.0,-2.0515955864802407
12.25,-2.001335235735826
12.5,-1.937213742023967
12.75,-1.8545460802863625
13.0,-1.7484873283369655
13.25,-1.6144193467056949
13.5,-1.4483544861008204
13.75,-1.2473282435010922
14.0,-1.0097525186753211
14.25,-0.7357028900577499
14.5,-0.4271170351775203
14.75,-0.0878868256210323
15.0,0.2761666368487295
15.25,0.6574381736975002
15.5,1.0467990652483488
15.75,1.4339604446754188
16.0,1.8079200732396103
16.25,2.157467317155777
16.5,2.4717170925720016
16.75,2.740641419465126
17.0,2.955567169784326
17.25,3.109610604959843
17.5,3.198023222738628
17.75,3.2184289900817538
18.0,3.170939833436793
18.25,3.058143814764559
18.5,2.8849682200776323
18.75,2.658427298055929
19.0,2.387271111039482
19.25,2.081557466410931
19.5,1.752172845358127
19.75,1.4103304178586846
20.0,1.0670735373438918
20.25,0.7328115891213831
20.5,0.41691189299941
20.75,0.1273668128479257
21.0,-0.129450329115705
21.25,-0.3489330738281327
21.5,-0.5282921968710537
21.75,-0.6665134149853651
22.0,-0.7642324840613984
22.25,-0.8235419900063377
22.5,-0.8477471163842206
22.75,-0.8410892617435031
23.0,-0.8084565543748907
23.25,-0.755099159096261
23.5,-0.6863649711486162
23.75,-0.6074681048351361
24.0,-0.5232988204843724
24.25,-0.4382795297425959
24.5,-0.3562676107252572
24.75,-0.2805022564724358
25.0,-0.2135897249490445
25.25,-0.1575193379604132
25.5,-0.1137014885545737
25.75,-0.0830187734150918
26.0,-0.065882096109265
26.25,-0.0622850426834622
26.5,-0.0718518090357077
26.75,-0.0938762185127276
27.0,-0.1273516528775315
27.25,-0.1709937843014021
27.5,-0.2232596262206262
27.75,-0.2823674532525522
28.0,-0.3463224759642529
28.25,-0.4129527687248358
28.5,-0.4799588855697846
28.75,-0.5449789758484689
29.0,-0.6056692013039368
29.25,-0.6597970725074673
29.5,-0.7053431989731249
29.75,-0.7406051160049997
30.0,-0.764295521258404
30.25,-0.7756265909065353
30.5,-0.774372155859151
30.75,-0.7609004393372685
31.0,-0.7361717501435442
31.25,-0.7016978800480708
31.5,-0.6594627929061171
31.75,-0.6118072907123874
32.0,-0.5612834388948759
32.25,-0.5104873604517324
32.5,-0.4618813093230883
32.75,-0.4176174859128547
33.0,-0.3793766949789899
33.25,-0.3482345716416739
33.5,-0.3245666988900794
33.75,-0.3080015775285799
34.0,-0.2974272354421919
34.25,-0.2910534964280168
34.5,-0.2865278433022968
34.75,-0.2810987131273222
35.0,-0.2718162718585315
35.25,-0.2557575341490045
35.5,-0.2302603848343802
35.75,-0.1931498242539063
36.0,-0.1429397245665114
36.25,-0.0789945839257694
36.5,-0.0016381415452835
36.75,0.0878008796145909
37.0,0.1870114342156895
37.25,0.2927920461363645
37.5,0.4012078838151989
37.75,0.5078042875966754
38.0,0.6078638650063241
38.25,0.696690960909748
38.5,0.7699050953818052
38.75,0.8237240159866066
39.0,0.8552174142866722
39.25,0.8625140914165602
39.5,0.8449483093115111
39.75,0.803135027884465
40.0,0.7389684246407079
40.25,0.6555431884376155
40.5,0.5570032105665512
40.75,0.4483270989298061
41.0,0.3350640744102667
