Time (s),Wave elevation (m)
0.0,2.7858439410397637
0.25,2.7858439410397637
0.5,2.9169062347683674
0.75,2.987454363387738
1.0,2.9953191363704605
1.25,2.941867220388355
1.5,2.8317417089408634
1.75,2.672230320883592
2.0,2.4723622486149783
2.25,2.241868226629863
2.5,1.9901518883317997
2.75,1.7254125990489266
3.0,1.4540323964173598
3.25,1.18029686265225
3.5,0.9064681804187747
3.75,0.6331758813609233
4.0,0.3600445084894907
4.25,0.0864441605403748
4.5,-0.1877657102391437
4.75,-0.4616247819628901
5.0,-0.732695196048678
5.25,-0.9969839908307384
5.5,-1.249180942119473
5.75,-1.4831776319057048
6.0,-1.6927879929998422
6.25,-1.872556672189276
6.5,-2.018524421913583
6.75,-2.128822097162412
7.0,-2.20398665487079
7.25,-2.2469310009616383
7.5,-2.2625493749173304
7.75,-2.2569942806952707
8.0,-2.2367120997402044
8.25,-2.207365103089776
8.5,-2.1727915932501527
8.75,-2.1341595062700334
9.0,-2.089450872379077
9.25,-2.033376866918101
9.5,-1.957770288567174
9.75,-1.852440823151588
10.0,-1.706416308537417
10.25,-1.509438568013279
10.5,-1.2535425487568914
10.75,-0.9345280053922922
11.0,-0.5531367809953863
11.25,-0.1157758858406644
11.5,0.3653258862735818
11.75,0.8725776845924758
12.0,1.3840827902755146
12.25,1.8752026660144276
12.5,2.320480903016904
12.75,2.695736269212184
13.0,2.980112886429038
13.25,3.157878504284793
13.5,3.219788405093448
13.75,3.16387932487459
14.0,2.995619170628648
14.25,2.727406866567558
14.5,2.377484282468392
14.75,1.9683811070297064
15.0,1.5250572110792715
15.25,1.0729310123935316
15.5,0.6359846387221242
15.75,0.2351179990212402
16.0,-0.1131125837298125
16.25,-0.3972845563902067
16.5,-0.611396665657586
16.75,-0.7546767850430259
17.0,-0.8309803200536207
17.25,-0.8478846210855153
17.5,-0.8156045607669962
17.75,-0.7458576652542411
18.0,-0.6507950323492453
18.25,-0.5420897299617691
18.5,-0.430241836825415
18.75,-0.324123859073155
19.0,-0.2307569918407543
19.25,-0.1552819228350098
19.5,-0.1010706315207421
19.75,-0.0699193194680361
20.0,-0.0622668724780987
20.25,-0.0773961809020027
20.5,-0.1135941091384064
20.75,-0.1682661286157633
