Time (s),Wave elevation (m)
0.0,2.7858439410396976
0.25,2.7858439410396976
0.5,2.884190941532406
0.75,2.953152629966715
1.0,2.991427136095447
1.25,2.998577414372164
1.5,2.975040203673076
1.75,2.9220829552695364
2.0,2.8417130815274154
2.25,2.736547054534285
2.5,2.609649457164913
2.75,2.464353891916881
3.0,2.3040785747173644
3.25,2.1321494347223187
3.5,1.9516426254807
3.75,1.7652566097340845
4.0,1.5752215484265886
4.25,1.383250789481324
4.5,1.190536031710705
4.75,0.9977844692500236
5.0,0.8052931380590014
5.25,0.6130530082287087
5.5,0.4208732826528225
5.75,0.2285150183695451
6.0,0.0358226717598614
6.25,-0.1571574870392482
6.5,-0.3500819732934879
6.75,-0.5422456744489546
7.0,-0.7325538962277119
7.25,-0.9195334292070874
7.5,-1.1013820926708913
7.75,-1.2760531423507124
8.0,-1.4413681183609142
8.25,-1.5951493664975922
8.5,-1.7353617645048909
8.75,-1.860252254041081
9.0,-1.9684756936055596
9.25,-2.0591963224996723
9.5,-2.13215571479514
9.75,-2.1877004009709244
10.0,-2.226765187927139
10.25,-2.250811419472195
10.5,-2.261722765841024
10.75,-2.261664377089652
11.0,-2.2529141502333943
11.25,-2.2376772327352814
11.5,-2.2178965390802645
11.75,-2.1950728633745515
12.0,-2.170108056077255
12.25,-2.143183685634361
12.5,-2.1136856774257344
12.75,-2.0801827245753617
13.0,-2.0404629624266035
13.25,-1.9916296980302028
13.5,-1.9302531241807732
13.75,-1.8525711744878093
14.0,-1.7547292392040836
14.25,-1.6330455897318867
14.5,-1.4842872476378843
14.75,-1.3059398295688058
15.0,-1.0964546939315916
15.25,-0.8554575369690515
15.5,-0.5839043983209425
15.75,-0.2841737398052399
16.0,0.0399133002663952
16.25,0.3831484046013298
16.5,0.7390669888732578
16.75,1.1001498879760123
17.0,1.4580870951712763
17.25,1.8040912189816327
17.5,2.1292453938753835
17.75,2.424868312097765
18.0,2.6828779576810864
18.25,2.896135581746877
18.5,3.058752459076925
18.75,3.1663439449289035
19.0,3.216218185130317
19.25,3.207490348333042
19.5,3.141117234796955
19.75,3.019851333767864
20.0,2.848117603740288
20.25,2.6318201941505746
20.5,2.378089790880712
20.75,2.094985062313988
21.0,1.7911636629067704
21.25,1.475539325031444
21.5,1.1569417017781998
21.75,0.8437948357221214
22.0,0.5438284984001012
22.25,0.2638342979241177
22.5,0.0094755525644007
22.75,-0.2148433312035264
23.0,-0.4060456494826662
23.25,-0.5623903896036357
23.5,-0.6834235489224018
23.75,-0.7698795944995008
24.0,-0.8235419900063232
24.25,-0.8470731727889281
24.5,-0.8438251118096934
24.75,-0.8176416141993991
25.0,-0.7726629183247621
25.25,-0.7131418995998743
25.5,-0.6432795403292891
25.75,-0.5670853193724735
26.0,-0.4882660174200315
26.25,-0.410144267268028
26.5,-0.3356061547678678
26.75,-0.2670754252024146
27.0,-0.2065104744438033
27.25,-0.1554193737031924
27.5,-0.1148877233735597
27.75,-0.0856141501199031
28.0,-0.0679487110769075
28.25,-0.0619302777790376
28.5,-0.0673200438942265
28.75,-0.0836295224965012
29.0,-0.1101426512091431
29.25,-0.1459327904977751
29.5,-0.1898763769036371
29.75,-0.2406656940654366
30.0,-0.2968235910539151
30.25,-0.356722981183885
30.5,-0.4186135984968879
30.75,-0.4806578083206412
31.0,-0.5409763257597826
31.25,-0.5977035776777807
31.5,-0.6490512516573711
31.75,-0.6933774192463944
32.0,-0.7292576090559761
