Time (s),Wave elevation (m)
0.0,2.7858439410401057
0.25,2.7858439410401057
0.5,2.906950909804596
0.75,2.978815644344808
1.0,2.9994565421641246
1.25,2.969269797323098
1.5,2.890931045115142
1.75,2.7690804689115587
2.0,2.609834373120331
2.25,2.420184409972065
2.5,2.207356222073313
2.75,1.9782012091107932
3.0,1.7386884397642373
3.25,1.4935493966100557
3.5,1.2461081134077625
3.75,0.9983058277176466
4.0,0.7509053547085699
4.25,0.5038388273894792
4.5,0.2566457635985093
4.75,0.0089385249414312
5.0,-0.2391697787341342
5.25,-0.4867338592369052
5.5,-0.731786944436154
5.75,-0.9713203796882328
6.0,-1.201436753490323
6.25,-1.417658386409772
6.5,-1.6153523877983382
6.75,-1.7902175015818684
7.0,-1.9387685982096456
7.25,-2.0587531231781706
7.5,-2.149440371542417
7.75,-2.2117384628017187
8.0,-2.2481138044913034
8.25,-2.262311411874335
8.5,-2.258898995875197
8.75,-2.2426803906568424
9.0,-2.218041985567343
9.25,-2.18830714877247
9.5,-2.155176706015261
9.75,-2.118327794414106
10.0,-2.075229251546278
10.25,-2.021210470859838
10.5,-1.949794507443044
10.75,-1.8532778829209984
11.0,-1.7235120302614215
11.25,-1.5528176153855002
11.5,-1.3349456888142042
11.75,-1.0659907281511878
12.0,-0.7451612410115028
12.25,-0.3753238329293662
12.5,0.0367443734525681
12.75,0.4804341484856401
13.0,0.9417222175409772
13.25,1.4039060101291312
13.5,1.8486020672833277
13.75,2.2569297220011824
14.0,2.610783526999963
14.25,2.8940887562177195
14.5,3.0939350199043107
14.75,3.201493487164833
15.0,3.212642317585152
15.25,3.128250734881405
15.5,2.954102165341343
15.75,2.7004680831915877
16.0,2.3813736647046464
16.25,2.013621307302232
16.5,1.615656289381824
16.75,1.2063688295022577
17.0,0.8039279079052885
17.25,0.4247346952718613
17.5,0.0825683913607043
17.75,-0.2120234921409518
18.0,-0.4520625775405523
18.25,-0.6342020941807865
18.5,-0.7585352361003371
18.75,-0.8281900638460213
19.0,-0.8487659725873871
19.25,-0.8276746504406948
19.5,-0.7734496057695801
19.75,-0.6950831911979121
20.0,-0.6014396757249145
20.25,-0.5007788808674143
20.5,-0.4004090531317348
20.75,-0.3064719056000825
21.0,-0.2238488795362694
21.25,-0.1561670557738279
21.5,-0.1058766954312887
21.75,-0.0743704488526966
22.0,-0.062116599807416
22.25,-0.0687845499757975
22.5,-0.0933489405090121
22.75,-0.1341679641295721
23.0,-0.1890401080928719
23.25,-0.2552504909900903
23.5,-0.3296221239754101
23.75,-0.4085882729136152
24.0,-0.4882995442136736
24.25,-0.5647737757691071
24.5,-0.6340891264326247
24.75,-0.6926120776432153
25.0,-0.7372437035149586
25.25,-0.7656608303492576
25.5,-0.7765247050677023
25.75,-0.7696292991469997
26.0,-0.7459647194086808
26.25,-0.707678209710284
26.5,-0.6579252479220848
26.75,-0.6006151893525661
27.0,-0.5400684018228042
27.25,-0.4806133636916315
27.5,-0.4261612851076759
27.75,-0.379801221899006
28.0,-0.3434595220113394
28.25,-0.31766341675515
28.5,-0.3014398421183368
28.75,-0.2923679010347461
29.0,-0.2867879912262558
29.25,-0.2801541166871808
29.5,-0.267500050745146
29.75,-0.2439765906619775
30.0,-0.2054076938376844
30.25,-0.1488089806499394
30.5,-0.0728135674220379
30.75,0.0220425172660819
31.0,0.1332105780701986
31.25,0.2562138654355684
31.5,0.38492631353016
31.75,0.5120257280524915
32.0,0.6295838345903866
32.25,0.7297410839766155
32.5,0.8054045463043913
32.75,0.8509036614349621
33.0,0.8625414878520885
33.25,0.8389881749338748
33.5,0.7814778020263617
33.75,0.6937880508402628
34.0,0.5820025680886128
34.25,0.454076280608586
34.5,0.3192422937993063
34.75,0.1873135001859312
35.0,0.0679412199224191
35.25,-0.0301037840217541
35.5,-0.0995659560779202
35.75,-0.1352026573796899
36.0,-0.1341066077192643
36.25,-0.0958323997843714
36.5,-0.0223256092959551
36.75,0.0823282688415683
37.0,0.2123015095007361
37.25,0.3605226154505496
37.5,0.5192225628031611
37.75,0.6804745047184214
38.0,0.836677006193389
38.25,0.9809403903523058
38.5,1.1073492113436512
38.75,1.2110896523095762
39.0,1.2884469772281462
39.25,1.3366932161326552
39.5,1.353897381226213
39.75,1.3386983943909307
40.0,1.2900837399561038
40.25,1.2072143961346649
40.5,1.0893291903952962
40.75,0.9357502605965878
41.0,0.7459971210010042
41.25,0.520001560614601
41.5,0.2584009857099609
41.75,-0.0371244713649593
42.0,-0.3635143045386199
42.25,-0.7160364762944498
42.5,-1.0880883361872482
42.75,-1.4711285831631016
43.0,-1.8547680650566385
43.25,-2.227032585136095
43.5,-2.574794285708162
43.75,-2.884351286674517
44.0,-3.1421197917796126
44.25,-3.335390413889196
44.5,-3.453092286702262
44.75,-3.486505467220005
45.0,-3.4298645228545226
45.25,-3.280803831618834
45.5,-3.040607283808443
45.75,-2.7142406061891715
