Time (s),Wave elevation (m)
0.0,0.6428870633168495
0.25,0.6428870633168495
0.5,0.6824251522585115
0.75,0.6916020475924746
1.0,0.6706096253224997
1.25,0.623047396150828
1.5,0.5549147705370605
1.75,0.4731198214698557
2.0,0.3839588419841673
2.25,0.2920011552133843
2.5,0.1996655309797247
2.75,0.1075472083327759
3.0,0.0153189466799073
3.25,-0.07714270082634
3.5,-0.1688126543550932
3.75,-0.2570890289037514
4.0,-0.3380385451507363
4.25,-0.4072452626792648
4.5,-0.4609856612533527
4.75,-0.4973321625038756
5.0,-0.5167910261052311
5.25,-0.5222108942369136
5.5,-0.5179186019750835
5.75,-0.5082848692850884
6.0,-0.4961205046730549
6.25,-0.4813922841772962
6.5,-0.4606954929829829
6.75,-0.4277358816593929
7.0,-0.3748043404436913
7.25,-0.294945415996875
7.5,-0.1843040815263182
7.75,-0.0440461185396486
8.0,0.1186851607944439
8.25,0.2911022946947731
8.5,0.4564208848743648
8.75,0.5965262772896307
9.0,0.6951129416015417
9.25,0.7406271883921314
9.5,0.7283815125966285
9.75,0.661395939989774
10.0,0.5498098017403625
10.25,0.4090236710126934
10.5,0.2569983440201898
10.75,0.1112937218353545
11.0,-0.0135560234952344
11.25,-0.1078574757959854
11.5,-0.1675091169990303
11.75,-0.1936893416790712
12.0,-0.1917071052335642
12.25,-0.1693843022254373
12.5,-0.135374855628819
12.75,-0.0977589289481202
13.0,-0.0631133475989104
13.25,-0.0360984152891205
13.5,-0.0194647690751132
13.75,-0.0143065976460398
14.0,-0.0203822833456232
14.25,-0.0363793502547319
14.5,-0.0600882719621131
14.75,-0.0885324859807326
15.0,-0.118148134144873
15.25,-0.1451000987999915
15.5,-0.1657645062399605
15.75,-0.1773240910318021
16.0,-0.1783443524132937
16.25,-0.1691574003351126
16.5,-0.1518972630470234
16.75,-0.1301066703906035
17.0,-0.1079520289514334
17.25,-0.0892063796249258
17.5,-0.0762505218317811
17.75,-0.0693683449302915
18.0,-0.0665594647763104
18.25,-0.0639692561901067
18.5,-0.0568736537604705
18.75,-0.0409977050539922
19.0,-0.0138382258183074
19.25,0.024364327296346
19.5,0.0702897961658968
19.75,0.1179725970206721
20.0,0.1599470846966386
20.25,0.1888582791719232
20.5,0.1991630889556546
20.75,0.1885110904470551
21.0,0.1584622845963973
21.25,0.1143556627087755
21.5,0.064346926192334
21.75,0.0178335091553888
22.0,-0.0163713027763822
22.25,-0.0317021412864004
22.5,-0.0249828482159486
22.75,0.0031746868567301
23.0,0.0487449950372426
23.25,0.1052807026020654
23.5,0.1652294033633692
23.75,0.2212324762692571
24.0,0.2671056276555315
24.25,0.2983218420797791
24.5,0.3119789632900739
24.75,0.3063890314393319
25.0,0.2805308267028648
25.25,0.2336323332008205
25.5,0.165090649232737
25.75,0.0748120042764059
26.0,-0.0360986978241551
26.25,-0.1645058439807351
26.5,-0.3045549306561723
26.75,-0.447412351624127
27.0,-0.5816316737653636
27.25,-0.6941970700522944
27.5,-0.7721226701728675
27.75,-0.8043355390747191
28.0,-0.7834794627462561
28.25,-0.7072707539185805
28.5,-0.5791182854825414
28.75,-0.4078684258245966
29.0,-0.2067155394871005
29.25,0.0085126916847001
29.5,0.2213676387159521
29.75,0.4167199256593636
30.0,0.5822974198808533
30.25,0.7095995083510993
30.5,0.7941144115862164
30.75,0.8349176383688096
31.0,0.8338491515984302
31.25,0.7945293334870991
31.5,0.7214695551758883
31.75,0.6194686860084015
32.0,0.4933825250136698
32.25,0.3482370947676296
32.5,0.1895579105171951
32.75,0.0237286005994691
33.0,-0.1418143324996857
33.25,-0.2986989531798531
33.5,-0.4381119663786048
33.75,-0.5516315508815941
34.0,-0.6322643776287051
34.25,-0.6754832944085102
34.5,-0.6800368751482198
34.75,-0.6483271349193371
35.0,-0.586223668429197
35.25,-0.5022882619088981
35.5,-0.4065035235378284
35.75,-0.3087085846480949
36.0,-0.2170214177392003
36.25,-0.136552751206693
36.5,-0.0686816301039004
36.75,-0.011069366637338
37.0,0.0415490442267142
37.25,0.0959144872618568
37.5,0.158398925664249
37.75,0.2331338042993541
38.0,0.3205127827721444
38.25,0.4164204612913629
38.5,0.5124095024637737
38.75,0.5968608065726836
39.0,0.6569516863342841
39.25,0.6810701984686675
39.5,0.6611935483521859
39.75,0.5947267693218572
40.0,0.4853864005253434
40.25,0.3428995834240066
40.5,0.1815351959071672
40.75,0.0177371446399336
41.0,-0.1326672684290616
41.25,-0.257107960057912
41.5,-0.3482101137227466
41.75,-0.4046283418259923
42.0,-0.4306198575271953
42.25,-0.4344822500380876
42.5,-0.4262363077504171
42.75,-0.4151002895568838
43.0,-0.4073387077262668
43.25,-0.4049669106226569
43.5,-0.4055775621333171
43.75,-0.4032799007725437
44.0,-0.3904759449786439
44.25,-0.3600058223597028
44.5,-0.3071239916327441
44.75,-0.2308345467335942
45.0,-0.134296680960201
45.25,-0.0242601898516284
45.5,0.0902616059672916
45.75,0.1996936879699762
46.0,0.2955211728676934
46.25,0.3714375870401656
46.5,0.4237940000901127
46.75,0.4513470817044672
47.0,0.4545168710887562
47.25,0.4345037320309269
47.5,0.3926371388811883
47.75,0.3302290935210241
48.0,0.2490114019417983
48.25,0.1520071505859906
48.5,0.0444937607764969
48.75,-0.0653784586213471
49.0,-0.1667053994383935
49.25,-0.2469015415056421
49.5,-0.2936713440381741
49.75,-0.2975352278694976
50.0,-0.2543389698023902
50.25,-0.1670835422987775
50.5,-0.0464944650979344
50.75,0.0900011209017243
51.0,0.2208582590471328
51.25,0.324137778213965
51.5,0.3816326550340937
51.75,0.3825046169280673
52.0,0.3255930289773167
52.25,0.2198204580258454
52.5,0.0825338187727526
52.75,-0.063909865108635
53.0,-0.1965922568213687
53.25,-0.296545455056872
53.5,-0.3523303150970647
