Time (s),Wave elevation (m)
0.0,3.214435316584736
0.25,3.214435316584736
0.5,3.3541741266976106
0.75,3.437094974244009
1.0,3.460911394804758
1.25,3.426080535372805
1.5,3.335689667440547
1.75,3.195092848744105
2.0,3.0113473536003807
2.25,2.79252047304469
2.5,2.546949487007667
2.75,2.2825398566662987
3.0,2.0061789689587344
3.25,1.7233262268577565
3.5,1.4378170539320334
3.75,1.1518913396742074
4.0,0.866429255432965
4.25,0.5813524931417057
4.5,0.2961297272290496
4.75,0.0103136826247293
5.0,-0.275965129308616
5.25,-0.5616159914271985
5.5,-0.8443695512724849
5.75,-1.120754284255653
6.0,-1.3862731771042187
6.25,-1.635759676626659
6.5,-1.8638681397673127
6.75,-2.0656355787483096
7.0,-2.237040690241898
7.25,-2.375484372897889
7.5,-2.480123505625866
7.75,-2.552005918617367
8.0,-2.593977466720733
8.25,-2.610359321393463
8.5,-2.606421918317535
8.75,-2.587708143065588
9.0,-2.559279214116165
9.25,-2.524969787045157
9.5,-2.48674235309453
9.75,-2.4442243781701216
10.0,-2.394495290245705
10.25,-2.3321659279151974
10.5,-2.249762893203512
10.75,-2.138397557216537
11.0,-1.9886677272247173
11.25,-1.7917126331371152
11.5,-1.5403219486317736
11.75,-1.2299893017129089
12.0,-0.8598014319363492
12.25,-0.4330659610723455
12.5,0.0423973539837326
12.75,0.5543470944065071
13.0,1.0866025587011274
13.25,1.6198915501489974
13.5,2.133002385326916
13.75,2.604149679232133
14.0,3.0124425311538032
14.25,3.3393331802512147
14.5,3.569925022966514
14.75,3.6940309467286543
15.0,3.7068949818290218
15.25,3.6095200787093136
15.5,3.4085794215477043
15.75,3.115924711374908
16.0,2.747738843889977
16.25,2.3234092007333444
16.5,1.8642187954405656
16.75,1.391964034041066
17.0,0.9276091245061016
17.25,0.4900784945444557
17.5,0.0952712208008134
17.75,-0.2446424909318676
18.0,-0.5216106663929453
18.25,-0.7317716471316766
18.5,-0.8752329647311582
18.75,-0.955603919822332
19.0,-0.979345352985447
19.25,-0.9550092120469552
19.5,-0.892441852811054
19.75,-0.8020190667668216
20.0,-0.6939688566056704
20.25,-0.5778217856162483
20.5,-0.4620104459212332
