Time (s),Wave elevation (m)
0.0,2.7858439410392943
0.25,2.7858439410392943
0.5,2.89831500333987
0.75,2.9699568398025065
1.0,2.9990266464334696
1.25,2.985433014510604
1.5,2.9307053399009586
1.75,2.8378329514615617
2.0,2.7109932283218185
2.25,2.5551978877984998
2.5,2.3758934523655904
2.75,2.1785550643648417
3.0,1.9683120926720836
3.25,1.749639525163388
3.5,1.5261414790282073
3.75,1.300443102970069
4.0,1.0741957243979696
4.25,0.8481884598629484
4.5,0.6225488109177034
4.75,0.3970060554910404
5.0,0.1711853548523427
5.25,-0.0551020196571071
5.5,-0.2816058625250362
5.75,-0.5074506120456741
6.0,-0.7310368361326061
6.25,-0.9500424367405912
6.5,-1.1615244714744766
6.75,-1.3621114640937535
7.0,-1.5482660478386352
7.25,-1.7165897737759828
7.5,-1.8641367422943564
7.75,-1.9887009258936537
8.0,-2.089043863225063
8.25,-2.165034684688184
8.5,-2.217682705686585
8.75,-2.2490533253634437
9.0,-2.262069701987766
9.25,-2.260214515205677
9.5,-2.2471569184699
9.75,-2.226338463589605
10.0,-2.200557459645868
10.25,-2.1715932961265905
10.5,-2.139910430329944
10.75,-2.104476086683979
11.0,-2.062716671765197
11.25,-2.0106262248253945
11.5,-1.943026905415946
11.75,-1.8539677382385933
12.0,-1.73723482192871
12.25,-1.586935143794175
12.5,-1.3981080499841958
12.75,-1.1673140732855314
13.0,-0.893150670874701
13.25,-0.5766485608582257
13.5,-0.2215104852710629
13.75,0.1658342653159202
14.0,0.5763722832988818
14.25,0.9988429064712872
14.5,1.420251707072521
14.75,1.826528753920176
15.0,2.203288138224676
15.25,2.536636952264866
15.5,2.813977640432771
15.75,3.024747741666513
16.0,3.1610454825023218
16.25,3.218098072481052
16.5,3.194541187224285
16.75,3.0924920297155
17.0,2.9174133955428263
17.25,2.677781118778558
17.5,2.384580958927472
17.75,2.050672353979365
18.0,1.6900646750090322
18.25,1.317156121290962
18.5,0.94598596059099
18.75,0.5895475484196642
19.0,0.2592028673053549
19.25,-0.0357701048037758
19.5,-0.2884771762053392
19.75,-0.4945469970902938
20.0,-0.6521134879880599
20.25,-0.7616565824675098
20.5,-0.8257251185463406
20.75,-0.8485720496467826
21.0,-0.8357355732337701
21.25,-0.7936002148713961
21.5,-0.7289695463327752
21.75,-0.6486774847244674
22.0,-0.5592586275208128
22.25,-0.4666905579658271
22.5,-0.3762132837036385
22.75,-0.2922236953975967
23.0,-0.2182367979505997
23.25,-0.1569009639177488
23.5,-0.1100518792293254
23.75,-0.0787892724710324
24.0,-0.0635618057726321
24.25,-0.0642483352871585
24.5,-0.0802276544426411
24.75,-0.1104332559834263
25.0,-0.1533940047449288
