Time (s),Wave elevation (m)
0.0,1.0714784388614205
0.25,1.0714784388614205
0.5,1.1440039872403605
0.75,1.1455398085749635
1.0,1.0792748542090167
1.25,0.9584014965028096
1.5,0.8013228948389215
1.75,0.6257826937243592
2.0,0.4442932142824286
2.25,0.2625299486736403
2.5,0.0810020548283783
2.75,-0.1011097179004749
3.0,-0.2819392493232901
3.25,-0.4547272240202486
3.5,-0.6085209801082083
3.75,-0.7315207874552332
4.0,-0.8155542395150686
4.25,-0.859554739910631
4.5,-0.8702419271632142
4.75,-0.8593420016007126
5.0,-0.8381897088977275
5.25,-0.8118019104623285
5.5,-0.7749701832328555
5.75,-0.7123540952862975
6.0,-0.6031379744043394
6.25,-0.4290577246162542
6.5,-0.1831774421060118
6.75,0.1237390043430993
7.0,0.4618179547786808
7.25,0.7866306079927916
7.5,1.0487411061686258
7.75,1.2055758426011678
8.0,1.2321131818985218
8.25,1.1272226495520092
8.5,0.9138451018153528
8.75,0.6331167207443268
9.0,0.3343417254031916
9.25,0.0638195244086065
9.5,-0.1443871419507731
9.75,-0.2735435300819974
10.0,-0.3244682333317022
10.25,-0.3116785804080971
10.5,-0.2572833265391898
10.75,-0.1847346627213965
11.0,-0.1140984057858945
11.25,-0.0595941974204274
11.5,-0.0292094256408519
11.75,-0.0255684639423532
12.0,-0.047123756303367
12.25,-0.0890697906426365
12.5,-0.1439195444947622
12.75,-0.2021176222422868
13.0,-0.253168418019326
13.25,-0.2874854924413287
13.5,-0.2986694383365835
13.75,-0.2854661646316532
14.0,-0.2525082437334505
14.25,-0.2092276391079579
14.5,-0.1669766577745841
14.75,-0.1351535428317299
15.0,-0.1176705483239452
15.25,-0.1111601379447196
15.5,-0.105807648450375
15.75,-0.0887765642601294
16.0,-0.0491897771171651
16.25,0.0170610508054915
16.5,0.1044915295306992
16.75,0.1984060605718511
17.0,0.2786187556596493
17.25,0.3254526050136058
17.5,0.3260913865662032
17.75,0.2791539058864946
18.0,0.1959053195726599
18.25,0.0976301382423703
18.5,0.0099715845690609
18.75,-0.0439646748008623
19.0,-0.0495871457670334
19.25,-0.0041119487441268
19.5,0.0836118363877626
19.75,0.196336386532058
20.0,0.3133307428940253
20.25,0.415193765390889
20.5,0.4870549354289159
20.75,0.5194647682785295
21.0,0.507283105387374
21.25,0.4476723498322877
21.5,0.3385856023176682
21.75,0.1788094822004217
22.0,-0.0301752259803891
22.25,-0.2811860296367348
22.5,-0.5585451222598904
