epoch,loss,lr,mae,mape,mse,val_loss,val_mae,val_mape,val_mse
0,0.00011074635403929278,0.001,0.0037184343673288822,37.64440155029297,0.00011074635403929278,8.741470992390532e-06,0.0012268868740648031,16.90856170654297,8.741470992390532e-06
1,7.229117181850597e-05,0.001,0.0026304181665182114,51.23537063598633,7.229117181850597e-05,2.0126692561461823e-06,0.0006330240285024047,10.207009315490723,2.0126692561461823e-06
2,1.0560926284597372e-06,0.001,0.0005143914604559541,12.782835960388184,1.0560926284597372e-06,1.4095434153205133e-06,0.0005118462722748518,7.228745460510254,1.4095434153205133e-06
3,2.811050990203512e-06,0.001,0.0007143517141230404,15.692760467529297,2.811050990203512e-06,1.1817937775049359e-06,0.00046477181604132056,5.835615634918213,1.1817937775049359e-06
4,1.972594327526167e-05,0.001,0.001324133831076324,26.783645629882812,1.972594327526167e-05,6.829957328591263e-07,0.0003621619543991983,4.1980180740356445,6.829957328591263e-07
5,1.356917096018151e-06,0.001,0.0005198915605433285,12.167929649353027,1.356917096018151e-06,4.6517209284502314e-07,0.00030352850444614887,3.4685699939727783,4.6517209284502314e-07
6,2.131554538209457e-05,0.001,0.0012094631092622876,15.9691801071167,2.131554538209457e-05,5.262562581265229e-07,0.0003178476763423532,3.749720335006714,5.262562581265229e-07
7,5.4107945288706105e-06,0.001,0.0006333396886475384,11.099935531616211,5.4107945288706105e-06,3.0210048862500116e-07,0.00024696820764802396,3.1997029781341553,3.0210048862500116e-07
8,5.650805405821302e-07,0.001,0.0003142341156490147,5.713992595672607,5.650805405821302e-07,2.695752527870354e-07,0.00023122101265471429,2.750159740447998,2.695752527870354e-07
9,9.230694558937103e-06,0.001,0.0008843276300467551,15.109308242797852,9.230694558937103e-06,2.2236076802073512e-07,0.00020987344032619148,2.637941598892212,2.2236076802073512e-07
10,7.533150892413687e-06,0.001,0.0007425962248817086,7.701747894287109,7.533150892413687e-06,1.5484582149838388e-07,0.00017457928333897144,2.292645215988159,1.5484582149838388e-07
11,1.18853279218456e-06,0.001,0.00036492187064141035,6.2928853034973145,1.18853279218456e-06,1.2742786736907874e-07,0.00015360618999693543,1.9204005002975464,1.2742786736907874e-07
12,6.6833003984356765e-06,0.001,0.0006981713813729584,13.442205429077148,6.6833003984356765e-06,1.1096559404677464e-07,0.00014642340829595923,2.046325206756592,1.1096559404677464e-07
13,4.476343292481033e-06,0.001,0.0008143603336066008,37.04449462890625,4.476343292481033e-06,3.817254139448778e-07,0.00023647199850529432,2.1076571941375732,3.817254139448778e-07
14,1.2485693332564551e-06,0.001,0.00044039517524652183,9.213951110839844,1.2485693332564551e-06,7.054645578818963e-08,0.00011763308430090547,1.5327385663986206,7.054645578818963e-08
15,2.3787391910445876e-05,0.001,0.0017454959452152252,73.43264770507812,2.3787391910445876e-05,8.898177128457974e-08,0.0001353023253614083,1.790830373764038,8.898177128457974e-08
16,4.358502536661035e-08,0.00025,0.00010829460370587185,3.145678997039795,4.358502536661035e-08,7.568934989876652e-08,0.00012366728333290666,1.5531812906265259,7.568934989876652e-08
17,5.356329779715452e-08,0.00025,0.00011319016630295664,4.381957530975342,5.356329779715452e-08,6.676044250752966e-08,0.00011578444537008181,1.5481878519058228,6.676044250752966e-08
18,4.325875124777667e-08,0.00025,9.854706877376884e-05,1.9088484048843384,4.325875124777667e-08,5.902764144138928e-08,0.00010824616765603423,1.4846733808517456,5.902764144138928e-08
19,5.031137462196966e-08,0.00025,0.0001065001415554434,2.7978274822235107,5.031137462196966e-08,5.3942780908755594e-08,0.0001037006004480645,1.2742788791656494,5.3942780908755594e-08
20,3.519674862673128e-07,0.00025,0.0002121727738995105,5.494293689727783,3.519674862673128e-07,5.2019871077391144e-08,0.00010081971413455904,1.297598958015442,5.2019871077391144e-08
21,1.324148968251393e-07,0.00025,0.000158988666953519,4.914292812347412,1.324148968251393e-07,4.882451776211383e-08,9.82535639195703e-05,1.2040473222732544,4.882451776211383e-08
22,2.882154319649999e-07,0.00025,0.0001882239303085953,2.908827066421509,2.882154319649999e-07,4.620190097170962e-08,9.488317300565541e-05,1.1719982624053955,4.620190097170962e-08
23,2.7640970756692695e-07,0.00025,0.0001925421238411218,3.9761552810668945,2.7640970756692695e-07,4.4010747046741017e-08,9.203122317558154e-05,1.167866587638855,4.4010747046741017e-08
24,2.2191574089447386e-07,0.00025,0.00019365832849871367,6.589873313903809,2.2191574089447386e-07,4.369320905084351e-08,9.059325384441763e-05,1.1339819431304932,4.369320905084351e-08
25,2.511836783014587e-07,0.00025,0.0002036832011071965,7.489555835723877,2.511836783014587e-07,4.18451691075461e-08,8.812075975583866e-05,1.108895182609558,4.18451691075461e-08
26,2.5365150690959126e-07,0.00025,0.0001821416663005948,3.9431426525115967,2.5365150690959126e-07,3.7289087373437724e-08,8.386591798625886e-05,1.0793571472167969,3.7289087373437724e-08
27,2.436345596379397e-07,0.00025,0.00018086480849888176,4.6839985847473145,2.436345596379397e-07,3.585738639344527e-08,8.204352343454957e-05,1.058313250541687,3.585738639344527e-08
28,2.458685628425883e-07,0.00025,0.00018357535009272397,5.295318126678467,2.458685628425883e-07,3.4600780907112494e-08,8.038070518523455e-05,1.0384267568588257,3.4600780907112494e-08
29,2.490276358457777e-07,0.00025,0.00018084741896018386,4.744099140167236,2.490276358457777e-07,3.3172700142358735e-08,7.858965545892715e-05,1.0199860334396362,3.3172700142358735e-08
30,2.469746220867819e-07,0.00025,0.0001808001979952678,5.045976161956787,2.469746220867819e-07,3.2119000792363295e-08,7.716272375546396e-05,1.0090893507003784,3.2119000792363295e-08
31,2.082386529878022e-08,6.25e-05,6.872948870295659e-05,2.3929505348205566,2.082386529878022e-08,3.0702505426916105e-08,7.491441647289321e-05,1.068002462387085,3.0702505426916105e-08
32,1.6348987941228188e-08,6.25e-05,6.079818922444247e-05,1.7116196155548096,1.6348987941228188e-08,2.986885050404453e-08,7.394590647891164e-05,1.1116729974746704,2.986885050404453e-08
33,2.6023906585237455e-08,6.25e-05,7.149980228859931e-05,1.800767183303833,2.6023906585237455e-08,2.9195291517680744e-08,7.289234054042026e-05,1.0557277202606201,2.9195291517680744e-08
34,1.942167671131756e-08,6.25e-05,6.326164293568581e-05,1.5895190238952637,1.942167671131756e-08,2.8424198106336007e-08,7.170982280513272e-05,0.9816403388977051,2.8424198106336007e-08
35,1.3261180598078681e-08,6.25e-05,6.0736958403140306e-05,2.061945676803589,1.3261180598078681e-08,2.804815757428969e-08,7.165807619458064e-05,0.9623644351959229,2.804815757428969e-08
36,2.1275416983712603e-08,6.25e-05,6.80351658957079e-05,1.7185068130493164,2.1275416983712603e-08,2.7338279195987525e-08,6.950333045097068e-05,0.9735763669013977,2.7338279195987525e-08
37,8.25689099315241e-08,6.25e-05,0.00011399539653211832,4.315752983093262,8.25689099315241e-08,2.6832420729760997e-08,6.932978430995718e-05,1.0028454065322876,2.6832420729760997e-08
38,1.2773027080470456e-08,6.25e-05,5.550525747821666e-05,1.529473900794983,1.2773027080470456e-08,2.6333054847782478e-08,6.836225657025352e-05,0.9720932841300964,2.6333054847782478e-08
39,1.1979023106789555e-08,6.25e-05,5.4124910093378276e-05,1.4092695713043213,1.1979023106789555e-08,2.6070695824387258e-08,6.79809891153127e-05,0.9212770462036133,2.6070695824387258e-08
40,1.532125359915426e-08,6.25e-05,5.94392950006295e-05,1.6601110696792603,1.532125359915426e-08,2.5794484770358395e-08,6.727992149535567e-05,0.9207593202590942,2.5794484770358395e-08
41,3.2574948960473193e-08,6.25e-05,7.044858648441732e-05,1.2979001998901367,3.2574948960473193e-08,2.53305252329028e-08,6.631956057390198e-05,0.990782618522644,2.53305252329028e-08
42,8.876316570649578e-09,6.25e-05,5.006235733162612e-05,1.6523396968841553,8.876316570649578e-09,2.495031559135441e-08,6.642243533860892e-05,0.9127148389816284,2.495031559135441e-08
43,2.986822167372338e-08,6.25e-05,7.232045027194545e-05,1.83989679813385,2.986822167372338e-08,2.437782953279566e-08,6.515314453281462e-05,0.9478231072425842,2.437782953279566e-08
44,8.723588074133204e-09,6.25e-05,4.9680234951665625e-05,1.7195477485656738,8.723588074133204e-09,2.4441309420808466e-08,6.596216553589329e-05,0.9210093021392822,2.4441309420808466e-08
45,1.9705703735439783e-08,6.25e-05,6.423422018997371e-05,1.402549386024475,1.9705703735439783e-08,2.393428921720897e-08,6.429637869587168e-05,0.9114553928375244,2.393428921720897e-08
46,6.9001377944744036e-09,1.5625e-05,4.1417733882553875e-05,1.0989265441894531,6.9001377944744036e-09,2.346226679605934e-08,6.353422941174358e-05,0.9506546854972839,2.346226679605934e-08
47,6.636707183815815e-09,1.5625e-05,4.090187940164469e-05,0.9465276002883911,6.636707183815815e-09,2.3307439533937213e-08,6.325560389086604e-05,0.9382290244102478,2.3307439533937213e-08
48,6.359349491447119e-09,1.5625e-05,4.052116855746135e-05,0.9170745015144348,6.359349491447119e-09,2.3192278320038895e-08,6.32031005807221e-05,0.9769263863563538,2.3192278320038895e-08
49,7.94567345252517e-09,1.5625e-05,4.421671837917529e-05,0.9866205453872681,7.94567345252517e-09,2.30671588496989e-08,6.302895053522661e-05,0.9769397974014282,2.30671588496989e-08
50,6.6578573765241345e-09,1.5625e-05,4.1173512727255e-05,0.9461228847503662,6.6578573765241345e-09,2.294551038062309e-08,6.272588507272303e-05,0.9580710530281067,2.294551038062309e-08
51,8.026319164855522e-09,1.5625e-05,4.446481398190372e-05,1.0006569623947144,8.026319164855522e-09,2.283524835888784e-08,6.261938688112423e-05,0.9687645435333252,2.283524835888784e-08
52,6.426880361232179e-09,1.5625e-05,4.045345485792495e-05,0.9719562530517578,6.426880361232179e-09,2.2719460091025212e-08,6.227399717317894e-05,0.9354821443557739,2.2719460091025212e-08
53,8.128778539173709e-09,1.5625e-05,4.472498403629288e-05,1.0327532291412354,8.128778539173709e-09,2.2617184569639903e-08,6.222602678462863e-05,0.9602264761924744,2.2617184569639903e-08
54,6.2100462550063185e-09,1.5625e-05,3.97559160774108e-05,0.9699492454528809,6.2100462550063185e-09,2.2509256680791623e-08,6.188834231579676e-05,0.9201213121414185,2.2509256680791623e-08
55,8.107765125942024e-09,1.5625e-05,4.479319613892585e-05,1.0483242273330688,8.107765125942024e-09,2.2409581745819196e-08,6.185236270539463e-05,0.9524538516998291,2.2409581745819196e-08
56,6.091072979330647e-09,1.5625e-05,3.938878217013553e-05,0.9651932120323181,6.091072979330647e-09,2.2305679081568996e-08,6.153402500785887e-05,0.9149022102355957,2.2305679081568996e-08
57,8.02433941515801e-09,1.5625e-05,4.459025876712985e-05,1.0519030094146729,8.02433941515801e-09,2.2209189154409614e-08,6.14905366091989e-05,0.9448275566101074,2.2209189154409614e-08
58,6.03227334750045e-09,1.5625e-05,3.9206879591802135e-05,0.9667128920555115,6.03227334750045e-09,2.210757976683908e-08,6.119135650806129e-05,0.9105848670005798,2.210757976683908e-08
59,7.958752767933674e-09,1.5625e-05,4.439436816028319e-05,1.0620700120925903,7.958752767933674e-09,2.2014235767642276e-08,6.11480136285536e-05,0.9393037557601929,2.2014235767642276e-08
60,5.964785110279536e-09,1.5625e-05,3.898436261806637e-05,0.9662308692932129,5.964785110279536e-09,2.1915198544775194e-08,6.0858761571580544e-05,0.9063189625740051,2.1915198544775194e-08
61,5.23071186364632e-09,1e-05,3.66546337318141e-05,0.8588919043540955,5.23071186364632e-09,2.1840968145170336e-08,6.070087692933157e-05,0.9087019562721252,2.1840968145170336e-08
62,5.230550215173935e-09,1e-05,3.712592297233641e-05,0.8536842465400696,5.230550215173935e-09,2.1789457349541408e-08,6.0697555454680696e-05,0.9381981492042542,2.1789457349541408e-08
63,5.399220182056297e-09,1e-05,3.75967392756138e-05,0.8491131663322449,5.399220182056297e-09,2.1718351561617055e-08,6.056366328266449e-05,0.9345831274986267,2.1718351561617055e-08
64,5.344048759070574e-09,1e-05,3.74238115909975e-05,0.8393997550010681,5.344048759070574e-09,2.1650562231911863e-08,6.0449154261732474e-05,0.934051513671875,2.1650562231911863e-08
65,5.333685937358723e-09,1e-05,3.7376325053628534e-05,0.8365962505340576,5.333685937358723e-09,2.1581671560966242e-08,6.032944656908512e-05,0.9325028657913208,2.1581671560966242e-08
66,5.307292383349704e-09,1e-05,3.7284393329173326e-05,0.8326321244239807,5.307292383349704e-09,2.151379163706224e-08,6.0211583331692964e-05,0.9307798147201538,2.151379163706224e-08
67,5.2873647682361025e-09,1e-05,3.7211091694189236e-05,0.8297893404960632,5.2873647682361025e-09,2.14456079561387e-08,6.0093945648986846e-05,0.9291992783546448,2.14456079561387e-08
68,5.26586863003331e-09,1e-05,3.713338082889095e-05,0.8271867036819458,5.26586863003331e-09,2.1378065540034186e-08,5.997739208396524e-05,0.9275626540184021,2.1378065540034186e-08
69,5.245465395375959e-09,1e-05,3.705996641656384e-05,0.8248134255409241,5.245465395375959e-09,2.1311040043769935e-08,5.986171527183615e-05,0.9257711172103882,2.1311040043769935e-08
70,5.225051946666781e-09,1e-05,3.69859226339031e-05,0.8220595717430115,5.225051946666781e-09,2.1244764170091912e-08,5.9747835621237755e-05,0.92409348487854,2.1244764170091912e-08
71,5.2054551780145175e-09,1e-05,3.691495658131316e-05,0.8196831345558167,5.2054551780145175e-09,2.117863040496104e-08,5.963589865132235e-05,0.922895610332489,2.117863040496104e-08
72,5.1858273231175644e-09,1e-05,3.684317198349163e-05,0.8171491622924805,5.1858273231175644e-09,2.1113484294232876e-08,5.952208084636368e-05,0.9208042025566101,2.1113484294232876e-08
73,5.1669277745247655e-09,1e-05,3.6773213651031256e-05,0.8147755265235901,5.1669277745247655e-09,2.1048704113013628e-08,5.941312701907009e-05,0.919704258441925,2.1048704113013628e-08
74,5.14807618756663e-09,1e-05,3.670391743071377e-05,0.8124507069587708,5.14807618756663e-09,2.0983964788001686e-08,5.930073166382499e-05,0.9177013635635376,2.0983964788001686e-08
75,5.129368041423277e-09,1e-05,3.663487950689159e-05,0.8100998997688293,5.129368041423277e-09,2.09202468681724e-08,5.9188707382418215e-05,0.9155281186103821,2.09202468681724e-08
76,5.11149789161891e-09,1e-05,3.656844637589529e-05,0.8077391386032104,5.11149789161891e-09,2.0856729676665964e-08,5.907972081331536e-05,0.9138427972793579,2.0856729676665964e-08
77,5.093469646055837e-09,1e-05,3.6501656722975895e-05,0.8056056499481201,5.093469646055837e-09,2.0794001187596223e-08,5.8971039834432304e-05,0.9119668006896973,2.0794001187596223e-08
78,5.075888598327083e-09,1e-05,3.643577656475827e-05,0.8032186627388,5.075888598327083e-09,2.073124605317389e-08,5.886508370167576e-05,0.9106451272964478,2.073124605317389e-08
