Time (s),Wave elevation (m)
0.0,0.2142956877722849
0.25,0.2142956877722849
0.5,0.2301125366795704
0.75,0.2247593044431253
1.0,0.2006924267286524
1.25,0.1639255891035201
1.5,0.1210546823059817
1.75,0.0766121919768541
2.0,0.032211344944523
2.25,-0.0122767034891598
2.5,-0.0565568934835102
2.75,-0.0983648688649349
3.0,-0.1336667245999461
3.25,-0.1585188042978474
3.5,-0.1713387896451533
3.75,-0.1739658803286776
4.0,-0.1705681580060982
4.25,-0.1648057013726863
4.5,-0.1568680691786604
4.75,-0.1423142708786549
5.0,-0.113798084359314
5.25,-0.0651797195574224
5.5,0.0039250493019032
5.75,0.0855917444489446
6.0,0.1646580716235747
6.25,0.2233274900380027
6.5,0.2474603572468392
6.75,0.2318273602947143
7.0,0.1820426262934402
7.25,0.1124188842610672
7.5,0.0408089865358516
7.75,-0.0172824183322676
8.0,-0.052957859384355
8.25,-0.0651939244141476
8.5,-0.0592217188105097
8.75,-0.0432990005267786
9.0,-0.0255107677414125
9.25,-0.0117555968606212
9.5,-0.0051751919213708
9.75,-0.0065339624917107
10.0,-0.0148324605193449
10.25,-0.02773799234477
10.5,-0.041906088029132
10.75,-0.053541069491343
11.0,-0.0593974457650032
11.25,-0.0579796360411952
11.5,-0.0503116233512494
11.75,-0.0396586774062607
12.0,-0.0300696381401662
12.25,-0.0243169061138637
12.5,-0.0222997457115679
12.75,-0.020889564242868
13.0,-0.0155034589059818
13.25,-0.0027378825496882
13.5,0.0172856559183674
13.75,0.0401953854571446
14.0,0.0588374131371266
14.25,0.0663797467524821
14.5,0.0595956001463227
14.75,0.0406997756397325
15.0,0.016784772359641
15.25,-0.0029240378289306
15.5,-0.0107165449991632
15.75,-0.0032780220371625
16.0,0.0174122805673667
16.25,0.0453401593652684
16.5,0.0730040370881405
16.75,0.0938801336693199
17.0,0.103704822268855
17.25,0.1003102265107485
17.5,0.0826409694281307
17.75,0.0500099306945161
18.0,0.0023866481350856
18.25,-0.0582702745277839
18.5,-0.1264507404761863
18.75,-0.1924841217095882
19.0,-0.2437400664929191
19.25,-0.2676236069811765
19.5,-0.2553893866548747
19.75,-0.2052646600507739
20.0,-0.1235514489870896
20.25,-0.0231954454252021
20.5,0.0796372249247996
20.75,0.1696504004336622
21.0,0.2356891750705228
21.25,0.2722005081340785
21.5,0.2787610797692291
21.75,0.2583597010673027
22.0,0.2155051071859176
22.25,0.1550597763891128
22.5,0.0821237335282738
22.75,0.0026333274342419
23.0,-0.0760706756564173
23.25,-0.1454308209473535
23.5,-0.1969240543759879
23.75,-0.2240850909080304
24.0,-0.2245201424892346
24.25,-0.2009797136339492
24.5,-0.1608357780450505
24.75,-0.1139162513493202
25.0,-0.0693506960662117
25.25,-0.0325832304822268
25.5,-0.0037752071020047
25.75,0.0216293951151244
26.0,0.0502410272827605
26.25,0.0869426335961824
26.5,0.1315637435949049
26.75,0.1775564344645613
27.0,0.2134948516603466
27.25,0.2270428585159329
27.5,0.2098914968583629
27.75,0.1615931613330911
28.0,0.0905397733865771
28.25,0.0114813157435474
28.5,-0.0595136711891203
28.75,-0.1105788389194307
29.0,-0.1377077865774308
29.25,-0.1450163961661262
29.5,-0.1416194251535795
29.75,-0.1366792852578004
30.0,-0.1349884118979173
30.25,-0.1351086406876286
30.5,-0.1307826409859883
30.75,-0.1147166857851068
31.0,-0.0827287132125127
31.25,-0.0362069768125178
31.5,0.0181812538671686
31.75,0.071118646068729
32.0,0.1140462334541356
32.25,0.1415782364349136
32.5,0.151935407527361
32.75,0.1456939580285291
33.0,0.124150435231534
33.25,0.0887163843600342
33.5,0.0419071890160274
33.75,-0.0108027661280061
34.0,-0.0598986107523153
34.25,-0.0930465234497001
34.5,-0.0989537291744623
34.75,-0.0725289476107627
35.0,-0.0188160311357898
35.25,0.046744222506281
35.5,0.1026788123806438
35.75,0.1291814180606138
36.0,0.1159891950541249
36.25,0.0668372323892127
36.5,-0.0017747881513997
36.75,-0.0672117496374076
37.0,-0.1098831849078974
37.25,-0.1208650121083408
37.5,-0.1045506385003715
37.75,-0.0752722928749621
38.0,-0.0496953360780375
38.25,-0.0387457790116459
38.5,-0.0429252154812202
38.75,-0.0530806225771258
39.0,-0.0559550162855004
39.25,-0.0415346889317774
39.5,-0.0084631477655722
39.75,0.0350768351212738
40.0,0.0752460500669872
40.25,0.0990672704487685
40.5,0.1002711635695914
40.75,0.0816909987337788
41.0,0.0532988869434195
41.25,0.0271661301813242
41.5,0.012017897392252
41.75,0.0100002130912829
42.0,0.0169269802504789
42.25,0.0254217613508468
42.5,0.0290038534409668
42.75,0.0249467869956491
43.0,0.0146633218250536
43.25,0.0018441349601362
43.5,-0.0102407548111544
43.75,-0.0205883890605187
44.0,-0.0304595316749275
44.25,-0.0417250250419227
44.5,-0.0547513859173923
44.75,-0.0672489118445994
45.0,-0.0748892746728589
45.25,-0.0734217511603603
45.5,-0.0611086589424698
45.75,-0.0400738991678949
46.0,-0.0157302414170907
46.25,0.0055072639618699
46.5,0.019080292935788
46.75,0.0242558563942908
47.0,0.0241964342465941
47.25,0.0241014997523808
47.5,0.028371516486978
47.75,0.0382255747263552
48.0,0.0509540759803856
48.25,0.0611590020540739
48.5,0.0633599554202343
48.75,0.0547069192135661
49.0,0.0365295244452543
49.25,0.0140347785406686
49.5,-0.0056726393386222
49.75,-0.0163502737497962
50.0,-0.014991619546584
50.25,-0.0029053011532707
50.5,0.0147990906382984
50.75,0.0309674493380554
51.0,0.0386429558451963
51.25,0.0330036476320663
51.5,0.0124853702892809
51.75,-0.0210201541763558
52.0,-0.062687553765428
52.25,-0.1056837286843838
52.5,-0.1422573851062578
52.75,-0.1649018239354317
53.0,-0.1675875146906948
53.25,-0.1470111034857171
53.5,-0.1036509568402574
53.75,-0.0422715085745952
54.0,0.0284873619835398
54.25,0.0975936342551856
54.5,0.1539624400065773
54.75,0.1890433579385923
55.0,0.1988337031160538
55.25,0.1846001163854097
55.5,0.1520201195507167
55.75,0.1090582391705603
56.0,0.0634108206209819
56.25,0.0205399150059589
56.5,-0.0169489993614883
56.75,-0.048460932228011
57.0,-0.0736927724870998
57.25,-0.0911014236551146
57.5,-0.0975694950172748
57.75,-0.0896938653224117
58.0,-0.0662423454011832
58.25,-0.0305664716877406
58.5,0.0084735733081803
58.75,0.0380379760979111
59.0,0.0452147581870263
59.25,0.0220629784371067
59.5,-0.0302007013841288
59.75,-0.0998000605931796
60.0,-0.1667807893186199
60.25,-0.2087216560598415
60.5,-0.2079430400488336
60.75,-0.1576685832972732
61.0,-0.0648732952857241
61.25,0.0512751078137382
61.5,0.1648752616367031
61.75,0.2507588780211772
62.0,0.2914331363511075
62.25,0.2812850139668471
62.5,0.2269291682385108
62.75,0.1439840385271867
63.0,0.0517263259134782
63.25,-0.032397412242071
63.5,-0.0966483096692943
63.75,-0.1363134577326901
64.0,-0.1525436224393291
64.25,-0.1496500954702654
64.5,-0.132215761571699
64.75,-0.103250439132436
65.0,-0.0640486585881109
65.25,-0.0156208246875534
65.5,0.0391431789238675
65.75,0.0937922336925116
66.0,0.1382077110670892
66.25,0.160563291442052
66.5,0.150952699459357
66.75,0.105449574749101
67.0,0.0289430698111421
67.25,-0.0646672736679902
67.5,-0.1554424401690944
67.75,-0.2228253370156545
68.0,-0.251712060478653
68.25,-0.2369423913647175
68.5,-0.1844636305627512
68.75,-0.1086871882464678
69.0,-0.0270959697597802
69.25,0.0457012198578667
69.5,0.1020660134634435
69.75,0.1420263745192651
70.0,0.1705636601211455
70.25,0.1930145584209043
70.5,0.2109201663195666
70.75,0.2203609366098353
71.0,0.2135659121985076
71.25,0.1829813968150594
71.5,0.1257973443353658
71.75,0.0467182113701865
72.0,-0.0423928096087308
72.25,-0.1259022117467081
72.5,-0.1893609930506851
72.75,-0.2239210652135196
73.0,-0.2284606103625315
73.25,-0.2087769441530078
73.5,-0.1744996005080572
73.75,-0.1352401935205351
74.0,-0.0975824517888896
74.25,-0.063890333413223
74.5,-0.0329731374219856
74.75,-0.0018861576850431
75.0,0.0321140183552755
75.25,0.0701892573421887
75.5,0.1113419375962372
75.75,0.152454423358861
76.0,0.1886519735356377
76.25,0.2138632061600312
76.5,0.2216807605889116
