epoch,loss,lr,mae,mape,mse,val_loss,val_mae,val_mape,val_mse
0,9.3152753834147e-05,0.001,0.0033967006020247936,39.8099250793457,9.3152753834147e-05,3.899981038557598e-06,0.0008393671014346182,9.870841979980469,3.899981038557598e-06
1,4.086132685188204e-05,0.001,0.001864199060946703,21.07913589477539,4.086132685188204e-05,1.152972231466265e-06,0.00047530303709208965,6.227097034454346,1.152972231466265e-06
2,3.722757583091152e-06,0.001,0.0007415628642775118,13.641317367553711,3.722757583091152e-06,7.754032367301988e-07,0.00036670485860668123,4.03481912612915,7.754032367301988e-07
3,1.192278341477504e-05,0.001,0.0009005021420307457,17.02863883972168,1.192278341477504e-05,8.10859660305141e-07,0.000367272732546553,3.4503555297851562,8.10859660305141e-07
4,1.3581264283857308e-05,0.001,0.0012844131560996175,68.82278442382812,1.3581264283857308e-05,1.5733219242974883e-06,0.0005042323609814048,4.818576335906982,1.5733219242974883e-06
5,1.7644986655795947e-05,0.001,0.0015246971743181348,47.32281494140625,1.7644986655795947e-05,1.708973229597177e-07,0.000181299852556549,2.304575204849243,1.708973229597177e-07
6,4.83116025407071e-07,0.001,0.00029697659192606807,7.021389961242676,4.83116025407071e-07,1.3643317231526453e-07,0.00015814970538485795,2.1328868865966797,1.3643317231526453e-07
7,8.497468115820084e-06,0.001,0.0008043217239901423,13.959263801574707,8.497468115820084e-06,2.2876565708429553e-07,0.00018965954950544983,1.9169111251831055,2.2876565708429553e-07
8,1.3375408343563322e-05,0.001,0.0009415172389708459,16.66570281982422,1.3375408343563322e-05,1.4701973327646556e-07,0.00015840835112612695,1.835180401802063,1.4701973327646556e-07
9,7.374327196885133e-06,0.001,0.0008249572711065412,22.733505249023438,7.374327196885133e-06,1.0914636305869863e-07,0.00014325723168440163,1.6293143033981323,1.0914636305869863e-07
10,4.535221250989707e-06,0.001,0.0005493144853971899,11.657161712646484,4.535221250989707e-06,1.1199067984080102e-07,0.00013473207945935428,1.469922423362732,1.1199067984080102e-07
11,1.0970850780722685e-05,0.001,0.0008836474153213203,23.866437911987305,1.0970850780722685e-05,6.625467108278826e-08,0.00011516085942275822,1.7083605527877808,6.625467108278826e-08
12,2.8222068522154586e-06,0.001,0.0004791738174390048,6.727563381195068,2.8222068522154586e-06,6.071085323355874e-08,0.00010640909749781713,1.1675812005996704,6.071085323355874e-08
13,9.294653864344582e-06,0.001,0.0009451739024370909,23.20973014831543,9.294653864344582e-06,1.853346702773706e-07,0.00016956556646618992,1.4656184911727905,1.853346702773706e-07
14,8.006184089026647e-07,0.001,0.0003727950097527355,6.601555824279785,8.006184089026647e-07,2.041033155819605e-07,0.00016665559087414294,1.3355042934417725,2.041033155819605e-07
15,7.062742952257395e-06,0.001,0.0008198470459319651,11.175759315490723,7.062742952257395e-06,9.505954778887826e-08,0.00011953159264521673,1.541189193725586,9.505954778887826e-08
16,1.4208629295353603e-07,0.00025,0.00016643540584482253,5.099831581115723,1.4208629295353603e-07,5.509253853119844e-08,9.322771074948832e-05,1.348496675491333,5.509253853119844e-08
17,4.002396281066467e-08,0.00025,9.407822653884068e-05,2.5931506156921387,4.002396281066467e-08,4.242977524882008e-08,8.368234557565302e-05,1.2505595684051514,4.242977524882008e-08
18,2.2891263995461486e-07,0.00025,0.000194901367649436,5.484555721282959,2.2891263995461486e-07,4.362995653650614e-08,8.386936679016799e-05,1.134407639503479,4.362995653650614e-08
19,1.6140256775543094e-07,0.00025,0.00018902852025348693,9.23294734954834,1.6140256775543094e-07,3.565121176052344e-08,7.651138730579987e-05,1.080547571182251,3.565121176052344e-08
20,7.574671485599538e-07,0.00025,0.00029095675563439727,6.168375492095947,7.574671485599538e-07,4.362545880098878e-08,8.003565744729713e-05,1.168343424797058,4.362545880098878e-08
21,9.421958679922682e-08,0.00025,0.00014735247532371432,6.259787082672119,9.421958679922682e-08,3.4806834747769244e-08,7.418561290251091e-05,1.014329433441162,3.4806834747769244e-08
22,6.363855504787352e-07,0.00025,0.0002734436420723796,7.729218482971191,6.363855504787352e-07,3.6969950656384754e-08,7.4052280979231e-05,1.031819462776184,3.6969950656384754e-08
23,2.119006978773541e-07,0.00025,0.0001962835231097415,9.356389999389648,2.119006978773541e-07,3.3322365311505564e-08,7.175486825872213e-05,0.9377328753471375,3.3322365311505564e-08
24,1.5466306990674639e-07,0.00025,0.00017987264436669648,7.744810581207275,1.5466306990674639e-07,4.68770195993784e-08,8.21232606540434e-05,1.0157287120819092,4.68770195993784e-08
25,6.569966330971511e-07,0.00025,0.0002992459631059319,6.718433380126953,6.569966330971511e-07,3.094142897452912e-08,6.83333637425676e-05,0.9224730730056763,3.094142897452912e-08
26,2.282114763829668e-07,0.00025,0.00018950938829220831,8.289259910583496,2.282114763829668e-07,2.8392362239060276e-08,6.623707304242998e-05,0.8286192417144775,2.8392362239060276e-08
27,1.4562613159796456e-07,0.00025,0.0001646525488467887,6.492999076843262,1.4562613159796456e-07,2.6760609728171403e-08,6.481547461589798e-05,0.9200029373168945,2.6760609728171403e-08
28,9.32392765662371e-07,0.00025,0.00032715516863390803,7.96600341796875,9.32392765662371e-07,2.9866470185879734e-08,6.602828216273338e-05,0.8835538625717163,2.9866470185879734e-08
29,7.04873031054376e-08,0.00025,0.00013486835814546794,7.1446757316589355,7.04873031054376e-08,2.4645677498824625e-08,6.195405148901045e-05,0.7826129198074341,2.4645677498824625e-08
30,1.6939438296503795e-07,0.00025,0.00017294922145083547,7.261887073516846,1.6939438296503795e-07,2.7242085920420323e-08,6.459527503466234e-05,0.8161886930465698,2.7242085920420323e-08
31,6.016219344928686e-08,6.25e-05,0.00010373521217843518,4.655920505523682,6.016219344928686e-08,2.6499723304596046e-08,6.308406591415405e-05,0.7749313712120056,2.6499723304596046e-08
32,1.9683580987361893e-08,6.25e-05,6.08405789535027e-05,1.110672116279602,1.9683580987361893e-08,2.3478476052218866e-08,6.072277028579265e-05,0.7797518968582153,2.3478476052218866e-08
33,4.286800958652748e-08,6.25e-05,8.355457248399034e-05,1.28264319896698,4.286800958652748e-08,2.1589135812405402e-08,5.921470437897369e-05,0.7695297598838806,2.1589135812405402e-08
34,5.279282788706041e-08,6.25e-05,9.443076851312071e-05,2.4032137393951416,5.279282788706041e-08,2.0343847495496448e-08,5.817285637021996e-05,0.7579265832901001,2.0343847495496448e-08
35,3.243208368530759e-08,6.25e-05,7.614093919983134e-05,1.7729390859603882,3.243208368530759e-08,1.9235114834259548e-08,5.684796269633807e-05,0.7540289759635925,1.9235114834259548e-08
36,2.529513842830511e-08,6.25e-05,7.720287248957902e-05,2.8972179889678955,2.529513842830511e-08,1.863062948359584e-08,5.5890031944727525e-05,0.7393941879272461,1.863062948359584e-08
37,3.014900329390002e-08,6.25e-05,7.947887934278697e-05,2.5010645389556885,3.014900329390002e-08,1.7814222985634842e-08,5.457860606838949e-05,0.7427677512168884,1.7814222985634842e-08
38,2.2763337881315238e-08,6.25e-05,7.226986781461164e-05,2.647469997406006,2.2763337881315238e-08,1.728305498716054e-08,5.3763600590173155e-05,0.7355257868766785,1.728305498716054e-08
39,4.100752448721323e-08,6.25e-05,7.767203351249918e-05,1.7033751010894775,4.100752448721323e-08,1.7103113592042973e-08,5.37192499905359e-05,0.7279170155525208,1.7103113592042973e-08
