Time (s),Wave elevation (m)
0.0,1.500069814405885
0.25,1.500069814405885
0.5,1.5768071129353998
0.75,1.6126477134357262
1.0,1.6064317505123829
1.25,1.5599283786663716
1.5,1.4774869905083123
1.75,1.3653338856948176
2.0,1.2306494787456288
2.25,1.080592812744145
2.5,0.9214414489507976
2.75,0.7579864520181248
3.0,0.5932700614002063
3.25,0.4286876280432765
3.5,0.2644076175531799
3.75,0.1000061181928347
4.0,-0.064824540582977
4.25,-0.2296434501902927
4.5,-0.3928371815283716
4.75,-0.5514934437106604
5.0,-0.7016020200492404
5.25,-0.8385474876847111
5.5,-0.9577993819540204
5.75,-1.055663803718356
6.0,-1.1299438175359888
6.25,-1.1803677673857187
6.5,-1.208683225876311
6.75,-1.218373286983801
7.0,-1.214021195209881
7.25,-1.2004167691107035
7.5,-1.1815516990444852
7.75,-1.159680704770792
8.0,-1.1346257271822584
8.25,-1.1034697469806982
8.5,-1.0607296159899278
8.75,-0.999022174227528
9.0,-0.9101568123634928
9.25,-0.7865136823290708
9.5,-0.6225122173865159
9.75,-0.4159488401050446
10.0,-0.1689905904610367
10.25,0.111347518289691
10.5,0.4133449909180629
10.75,0.7213556706065012
11.0,1.0171516723076628
11.25,1.2816765581461622
11.5,1.4969925561752897
11.75,1.6481766318526632
12.0,1.7249249233223192
12.25,1.722663527459379
12.5,1.643029889337153
12.75,1.4936730588581202
13.0,1.2874103525828862
13.25,1.0408595458724177
13.5,0.7727281967367053
13.75,0.501976873650973
14.0,0.246077104897634
14.25,0.0195587626723798
14.5,-0.167009234133804
14.75,-0.3075277313893221
15.0,-0.4003603858465913
15.25,-0.4478718941836009
15.5,-0.4556236800036504
15.75,-0.4313694523618268
16.0,-0.3839994844001589
16.25,-0.3225666087732607
16.5,-0.2554936406859925
16.75,-0.1900184704775069
17.0,-0.1318876831320388
17.25,-0.0852700711810431
17.5,-0.0528338505904075
17.75,-0.0359191094217833
18.0,-0.0347402602721019
18.25,-0.0485693471791299
18.5,-0.0758750586855112
18.75,-0.1144181358660074
19.0,-0.1613255185397437
19.25,-0.2131782640743733
19.5,-0.2661493550496001
19.75,-0.3162169354046604
20.0,-0.3594587801116899
20.25,-0.3924094226639575
20.5,-0.4124379385334312
20.75,-0.4180874717811929
21.0,-0.4093115930371331
21.25,-0.3875498160883351
21.5,-0.3556048118589217
21.75,-0.3173141511327761
22.0,-0.2770447259331652
22.25,-0.2390720056297
22.5,-0.2069324980255786
22.75,-0.1828507870787172
23.0,-0.1673389863948297
23.25,-0.159045850917798
23.5,-0.1548975995906971
23.75,-0.1505278748585626
24.0,-0.1409472410838852
24.25,-0.1213609762454395
24.5,-0.0880148347391455
24.75,-0.0389373254579049
25.0,0.0255435574889738
25.25,0.1026020117619439
25.5,0.1870823478451838
25.75,0.2720268213092905
26.0,0.3495020549936434
26.25,0.411615567914269
26.5,0.4515821560979136
26.75,0.4646887299168556
27.0,0.4490177467424939
27.25,0.4058220744885539
27.5,0.3394931289186028
27.75,0.257122013272452
28.0,0.1677113193390227
28.25,0.0811443957939203
28.5,0.0070518318377777
28.75,-0.0462731982546286
29.0,-0.0727697398422999
29.25,-0.0692041985646417
29.5,-0.0354024888496027
29.75,0.0258898647346252
30.0,0.1094752641757768
30.25,0.2084104294519361
30.5,0.3148342202325145
30.75,0.4207905220970862
31.0,0.5189312915239761
31.25,0.6030141011667761
31.5,0.6681501220530603
31.75,0.7108050998522747
32.0,0.7285995571196758
32.25,0.7199878830362233
32.5,0.6839137185588823
32.75,0.6195383976364471
33.0,0.5261205878214881
33.25,0.4030921308490523
33.5,0.2503332750784781
33.75,0.0686072983851805
34.0,-0.1399225674926461
34.25,-0.3711955144338242
34.5,-0.6188839877663013
34.75,-0.8742510821888898
35.0,-1.1263044033086915
35.25,-1.362275091236392
35.5,-1.5684027978006254
35.75,-1.730960179384202
36.0,-1.8374112129777416
36.25,-1.877572448035816
36.5,-1.844639109445787
36.75,-1.7359499790960702
37.0,-1.5533945419159283
37.25,-1.30340874521496
37.5,-0.9965557514662288
37.75,-0.6467381882844633
38.0,-0.2701316701281265
38.25,0.1160400105987731
38.5,0.4947534798595109
38.75,0.8503273263254955
39.0,1.1693461102118403
39.25,1.441289867936023
39.5,1.6588336280727354
39.75,1.817824841676753
40.0,1.916985888487615
40.25,1.957418809416139
40.5,1.9420065718054544
40.75,1.8748079316115904
41.0,1.760531858173424
41.25,1.6041549864489553
41.5,1.4107155686215342
41.75,1.1852846468459377
42.0,0.9330845155798336
42.25,0.6597002823815334
42.5,0.3713156557000157
42.75,0.0749006944575428
43.0,-0.2217127677785546
43.25,-0.5099144202293406
43.5,-0.7805788166541966
43.75,-1.0245014168020676
44.0,-1.2329716770437698
