Time (s),Wave elevation (m)
0.0,4.071618067672815
0.25,4.071618067672815
0.5,4.235998851035195
0.75,4.340706150480588
1.0,4.383192790941225
1.25,4.363325175053958
1.5,4.2833385737014
1.75,4.147602005982283
2.0,3.9622208721626575
2.25,3.7345199898593457
2.5,3.47245966114971
2.75,3.184042017148614
3.0,2.876763827751507
3.25,2.557165459854182
3.5,2.2305144693489187
3.75,1.9006476120331788
4.0,1.569978366427801
4.25,1.2396600567227702
4.5,0.9098790313412592
4.75,0.5802396195638281
5.0,0.250193980168808
5.25,-0.0805337210373097
5.5,-0.4115777990750536
5.75,-0.7416585868359854
6.0,-1.0684384528091933
6.25,-1.3885235613900957
6.5,-1.697612689078081
6.75,-1.9907782936754863
7.0,-2.262850377610313
7.25,-2.508861977057206
7.5,-2.724507546430214
7.75,-2.906562891690726
8.0,-3.053217953944324
8.25,-3.1642814622365765
8.5,-3.2412285698496266
8.75,-3.2870779370696472
9.0,-3.3061018721359674
9.25,-3.303390445300605
9.5,-3.284306265456008
9.75,-3.253879292938654
10.0,-3.216199364097808
10.25,-3.1738671251080937
10.5,-3.127561398174534
10.75,-3.075772742076585
11.0,-3.0147397510414424
11.25,-2.9386075593601912
11.5,-2.8398085540694598
11.75,-2.709645155887174
12.0,-2.53903550897273
12.25,-2.319366748622256
12.5,-2.04338868843844
12.75,-1.7060744148019296
13.0,-1.3053740574322554
13.25,-0.8427940504850979
13.5,-0.3237460938577066
13.75,0.2423731570001918
14.0,0.8423902602060582
14.25,1.459847324842651
14.5,2.075752494952145
14.75,2.6695420249602573
15.0,3.220190355866835
15.25,3.707392468694807
15.5,4.112736551401744
15.75,4.420785160897212
16.0,4.619989551349547
16.25,4.703374105933846
16.5,4.668944812097033
16.75,4.519796043430345
17.0,4.26391188579336
17.25,3.9136800966763534
17.5,3.485156786124766
17.75,2.997136517354457
18.0,2.470094525013201
18.25,1.92507433111756
18.5,1.3825948654791391
18.75,0.8616464169210474
19.0,0.3788349599078256
19.25,-0.0522793839439802
19.5,-0.4216204883001121
19.75,-0.7227994572858141
20.0,-0.9530889439825492
20.25,-1.113190389760208
20.5,-1.2068290194138838
20.75,-1.2402206879452986
21.0,-1.2214596839570493
21.25,-1.159877237119734
21.5,-1.065417029255595
21.75,-0.9480670930588376
22.0,-0.8173779940688795
22.25,-0.6820862001039013
22.5,-0.5498501838745491
22.75,-0.4270961701964881
23.0,-0.3189614739277998
23.25,-0.2293167934182491
23.5,-0.1608450542582448
23.75,-0.1151535520730474
24.0,-0.0928980238215394
24.25,-0.093901413112
24.5,-0.1172558026469356
24.75,-0.1614024510527003
25.0,-0.2241912377041255
25.25,-0.3029262871333861
25.5,-0.3944084522370069
25.75,-0.4949872276167221
26.0,-0.6006343376391093
26.25,-0.7070487641035792
26.5,-0.8097986696759328
26.75,-0.9045000787763452
27.0,-0.987025998488789
27.25,-1.0537336790682228
27.5,-1.1016927008397568
27.75,-1.12889321329569
28.0,-1.1344124557518982
28.25,-1.1185189419161774
28.5,-1.0826974145649046
28.75,-1.0295836207153717
29.0,-0.9628056195463354
29.25,-0.8867370061765795
29.5,-0.8061762677216993
29.75,-0.7259745829011437
30.0,-0.6506408682113545
30.25,-0.5839570227357316
30.5,-0.528637593654107
30.75,-0.486066201868711
31.0,-0.4561360560236482
31.25,-0.4372140718909468
31.5,-0.4262381121265187
31.75,-0.418945508693636
32.0,-0.4102193232408633
32.25,-0.3945278019252653
32.5,-0.3664232207476614
32.75,-0.3210596959268539
33.0,-0.2546862351973097
33.25,-0.1650717295471607
33.5,-0.0518228028044526
33.75,0.0834368198767129
34.0,0.2370460850452961
34.25,0.403453437687748
34.5,0.5755248617124954
34.75,0.7449937115533335
35.0,0.9030206762920588
35.25,1.040822404368725
35.5,1.1503208039118455
35.75,1.2247624205097074
36.0,1.259258846838922
36.25,1.2512047435678746
36.5,1.2005393017861672
36.75,1.1098290919027811
37.0,0.98416421112856
37.25,0.8308742888568318
37.5,0.6590850056352797
37.75,0.4791481455950832
38.0,0.3019878055380836
38.25,0.1384114399970298
38.5,-0.0015635459416532
38.75,-0.109319061952527
39.0,-0.178138897608384
39.25,-0.203571415407975
39.5,-0.1836310865840839
39.75,-0.1188309164943046
40.0,-0.0120514179144842
40.25,0.1317354899410051
40.5,0.3058585255558209
40.75,0.5024179971578461
41.0,0.7127941883841408
41.25,0.9281510271298236
41.5,1.1398959315454429
41.75,1.3400631182324316
42.0,1.5215967283975944
42.25,1.6785209819773703
42.5,1.805996166414648
42.75,1.9002705157699395
43.0,1.9585478974259296
43.25,1.9787988020063028
43.5,1.9595467549837071
43.75,1.899663545456558
44.0,1.7982045226955707
44.25,1.6543098861821717
44.5,1.4671899246726168
44.75,1.2362023205450932
45.0,0.961018872541638
45.25,0.6418683301780111
45.5,0.2798324920949506
45.75,-0.1228347893352852
46.0,-0.5624008065103299
46.25,-1.033396023055617
46.5,-1.5284396454244082
46.75,-2.038178245418204
47.0,-2.551358838181456
47.25,-3.0550474999286066
47.5,-3.5349929379298914
47.75,-3.976122390063444
48.0,-4.363145854498925
48.25,-4.6812348994620026
48.5,-4.91673500924776
48.75,-5.057866209632921
49.0,-5.09536594953387
49.25,-5.023030975696278
49.5,-4.838121012829623
49.75,-4.5415959732744975
50.0,-4.138169462640741
50.25,-3.636173651342489
50.5,-3.047243187012319
50.75,-2.385837759933397
51.0,-1.6686333027251123
51.25,-0.9138198473304828
51.5,-0.1403492168133857
51.75,0.6328223240261359
52.0,1.387452658277905
52.25,2.1066542433271938
52.5,2.775424013669076
52.75,3.381039467441545
53.0,3.913307978656323
53.25,4.3646671493666425
53.5,4.730144392923887
53.75,5.00719315054934
54.0,5.195430539070252
54.25,5.296306325530691
54.5,5.312735640640998
54.75,5.24872770636565
55.0,5.109040201213342
55.25,4.898884047270216
55.5,4.623696858740267
55.75,4.288995637234785
56.0,3.9003111894498135
56.25,3.4631988409883965
56.5,2.9833129453845078
56.75,2.46652697087717
57.0,1.9190769955936404
57.25,1.3477045114174124
57.5,0.7597746226943675
57.75,0.1633479606083255
58.0,-0.4328113005167229
58.25,-1.0193033894692314
58.5,-1.5862423245189865
58.75,-2.123485103424923
59.0,-2.620931956911128
59.25,-3.068882359145627
59.5,-3.4584259416665204
59.75,-3.781843335552111
60.0,-4.032989576789034
60.25,-4.207632240967617
60.5,-4.303717987954411
60.75,-4.321544628349153
61.0,-4.263820980725409
61.25,-4.135603369187715
61.5,-3.944105217531568
61.75,-3.69838436026105
62.0,-3.408920897359652
62.25,-3.0871061379590565
62.5,-2.744669890766294
62.75,-2.393078593663528
63.0,-2.0429401325304646
63.25,-1.7034523818698015
63.5,-1.3819313321498323
63.75,-1.0834511158253646
64.0,-0.8106224205162466
64.25,-0.563527950039737
64.5,-0.3398241720612989
64.75,-0.135008112007761
65.0,0.0571629462716048
65.25,0.2441216097515118
65.5,0.4338427426978067
65.75,0.634138322413794
66.0,0.8519406303161439
66.25,1.0926223656593268
66.5,1.3594018420402212
66.75,1.652877696443866
67.0,1.9707305961255128
67.25,2.30761959103251
67.5,2.6552885730809432
67.75,3.0028845103017927
68.0,3.337474620657743
68.25,3.6447354322991066
68.5,3.9097737691655903
68.75,4.118029083273048
69.0,4.256199087133905
69.25,4.313126989184196
69.5,4.280589217562029
69.75,4.153927453069964
70.0,3.9324778818150015
70.25,3.6197633049394216
70.5,3.223429297852655
70.75,2.7549229430285256
71.0,2.228930546536828
71.25,1.6626078840856735
71.5,1.0746516180474557
71.75,0.4842724097562814
72.0,-0.0898620398055296
72.25,-0.6306429203014509
72.5,-1.1234263988986637
72.75,-1.5567684120956116
73.0,-1.9229386794146035
73.25,-2.218180192655665
73.5,-2.442698793576569
73.75,-2.6003870642882765
74.0,-2.69830612881363
74.25,-2.74596660918277
74.5,-2.7544645204790643
74.75,-2.7355381816915787
75.0,-2.7006174442242274
75.25,-2.6599362752821687
75.5,-2.621773992823758
75.75,-2.5918796856728776
76.0,-2.573119426912285
76.25,-2.5653680007088795
76.5,-2.565647455456929
76.75,-2.5684954381604097
77.0,-2.566528520602641
77.25,-2.551151026448576
77.5,-2.513349384158468
77.75,-2.444506582839333
78.0,-2.3371712915187897
78.25,-2.185721552529188
78.5,-1.9868731588134196
78.75,-1.7399969458060207
79.0,-1.4472260147232183
79.25,-1.113351879165266
79.5,-0.745526123198812
79.75,-0.3527998549578774
80.0,0.0544543063552821
80.25,0.4651848036105687
80.5,0.8683121376862681
80.75,1.2533340593470728
81.0,1.6108375190402788
81.25,1.9328808978879293
81.5,2.213224092229865
81.75,2.447399796086258
82.0,2.632635300658909
82.25,2.7676487717399376
82.5,2.8523558656983856
82.75,2.887530552327644
83.0,2.8744673460790007
83.25,2.814690468513246
83.5,2.7097489175542795
83.75,2.5611256199173877
84.0,2.3702748299869696
84.25,2.1387860793918323
84.5,1.8686568507000512
84.75,1.562641381342474
85.0,1.2246311432495849
85.25,0.8600148930126837
85.5,0.4759636814398688
85.75,0.0815893192034215
86.0,-0.3120665362956212
86.25,-0.6922418637314858
86.5,-1.0448739796520556
86.75,-1.355221155361635
87.0,-1.6086572494685485
87.25,-1.791591118406457
87.5,-1.8924463466708683
87.75,-1.902625386980094
88.0,-1.8173768045092735
88.25,-1.636485773109104
88.5,-1.364716490600861
88.75,-1.0119503641661685
89.0,-0.5929846645861343
89.25,-0.1269813277337729
89.5,0.3634172519486495
89.75,0.8532614401764865
90.0,1.3166877379498811
90.25,1.7284430446315822
90.5,2.065436424300612
90.75,2.308208547446976
91.0,2.442210985413489
91.25,2.4587980839558616
91.5,2.355852625974052
91.75,2.137991634994215
92.0,1.816328618654516
92.25,1.4078010219586392
92.5,0.9341041202963164
92.75,0.4203024547934278
93.0,-0.1067852121551714
93.25,-0.6203136062816641
93.5,-1.095128201989103
93.75,-1.509348988981649
94.0,-1.8457072204116731
94.25,-2.0925399153598527
94.5,-2.244372577898621
94.75,-2.302051689796768
95.0,-2.27242260414274
95.25,-2.167582835455986
95.5,-2.003772700598061
95.75,-1.799992296315478
96.0,-1.5764537808334027
96.25,-1.352989303539398
96.5,-1.1475368370735657
96.75,-0.9748185111780906
97.0,-0.8453094969726626
97.25,-0.7645714245657546
97.5,-0.7329947122700297
97.75,-0.7459614497694234
98.0,-0.7944072506491335
98.25,-0.8657294279136327
98.5,-0.944962404963636
98.75,-1.0161215103282684
99.0,-1.0636047105512745
99.25,-1.0735392262417758
99.5,-1.0349664276797856
99.75,-0.9407732594386614
100.0,-0.78830036712303
100.25,-0.5795842084149895
100.5,-0.3212204484530442
100.75,-0.023866390411
101.0,0.298571392343694
101.25,0.6299939341470927
101.5,0.9533230139860546
101.75,1.2517718238694893
102.0,1.5100721383819429
102.25,1.7155628311420814
102.5,1.85905797255908
102.75,1.9354323769299424
103.0,1.943886593476559
103.25,1.88787987462689
103.5,1.7747463762812266
103.75,1.6150345596446245
104.0,1.4216305045982611
104.25,1.2087410230076732
104.5,0.9908209929854748
104.75,0.7815307199132314
105.0,0.5928034740232825
105.25,0.4340913488293833
105.5,0.311840431535049
105.75,0.2292255730652826
106.0,0.1861526385276668
106.25,0.179513941968705
106.5,0.2036624752834152
106.75,0.2510541475346035
107.0,0.3129958085641329
107.25,0.3804311276037818
107.5,0.4446967048791371
107.75,0.4981868585512954
108.0,0.5348766102165056
108.25,0.5506673404843844
108.5,0.5435369560316473
108.75,0.5134945928725548
109.0,0.4623572519480771
109.25,0.3933808221624465
109.5,0.3107894450711339
109.75,0.2192542217205836
110.0,0.1233743857978229
110.25,0.027211250616371
110.5,-0.0660820962416061
110.75,-0.1545034133593396
111.0,-0.2372979209473859
111.25,-0.314905467166138
111.5,-0.388769536894277
111.75,-0.4610326413552033
112.0,-0.5341532053123784
112.25,-0.6104860692292795
112.5,-0.6918715831864937
112.75,-0.7792768116651175
113.0,-0.8725268126955552
113.25,-0.9701548872345496
113.5,-1.0693890074928647
113.75,-1.166278439368819
114.0,-1.2559511039643363
114.25,-1.332979710919127
114.5,-1.391824271111547
114.75,-1.4273111832108
115.0,-1.435105329990077
115.25,-1.4121318237087517
115.5,-1.3569081561777423
115.75,-1.2697551428148874
116.0,-1.152865499441624
116.25,-1.01022121442186
116.5,-0.8473639820945096
116.75,-0.671035695798412
117.0,-0.4887172550362335
117.25,-0.3081027569823446
117.5,-0.1365517749947414
117.75,0.0194355841135885
118.0,0.154677949138432
118.25,0.2656687856375703
118.5,0.3508003533485311
118.75,0.4104374366468576
119.0,0.4468350978862904
119.25,0.4639074353354899
119.5,0.466866398139962
119.75,0.4617601313007115
120.0,0.4549482574160581
120.25,0.4525563313178752
120.5,0.45995307715875
120.75,0.4812918729192174
121.0,0.519152511066363
121.25,0.574311025947815
121.5,0.6456550453392822
121.75,0.7302505565071746
122.0,0.8235541176232765
122.25,0.919753336654073
122.5,1.012208750733917
122.75,1.093962795828865
123.0,1.1582768887657842
123.25,1.199156047643112
123.5,1.2118219986498453
123.75,1.1931001582675953
124.0,1.1416928189961646
124.25,1.0583197027585585
124.5,0.9457170508999346
124.75,0.8084968003858231
125.0,0.6528773596809936
125.25,0.4863063143045334
125.5,0.3170024474560253
125.75,0.1534493013823254
126.0,0.0038748643784335
126.25,-0.1242482192143901
126.5,-0.2246501227671397
126.75,-0.2926319159305646
127.0,-0.3253335435698252
127.25,-0.3218884841582092
127.5,-0.2834598551072427
127.75,-0.2131606184018212
128.0,-0.1158677601775804
128.25,0.0020536051665045
128.5,0.1330956822355443
128.75,0.2689996209275078
129.0,0.4011689011031154
129.25,0.5210807382154113
129.5,0.6206739904481829
129.75,0.6926955000549221
130.0,0.7309911148471615
130.25,0.7307323998871529
130.5,0.6885748530742789
130.75,0.6027479030557978
131.0,0.4730807773679884
131.25,0.3009712507807813
131.5,0.0893061843467431
131.75,-0.1576563867881613
132.0,-0.4344339972120463
132.25,-0.7344866787391018
132.5,-1.050397008909071
132.75,-1.374058154792373
133.0,-1.6968667970635054
133.25,-2.009919636798872
133.5,-2.3042135808993613
133.75,-2.5708504974718265
134.0,-2.801247528168548
134.25,-2.987353319329893
134.5,-3.1218692486590287
134.75,-3.1984729157550795
135.0,-3.212039032885297
135.25,-3.1588506414154875
135.5,-3.036791556348374
135.75,-2.8455093714801345
136.0,-2.5865374791884905
136.25,-2.263364560776807
136.5,-1.8814410059486657
136.75,-1.4481137611773385
137.0,-0.9724841342504666
137.25,-0.4651869536016939
137.5,0.0619060295274683
137.75,0.5960507953405405
138.0,1.124051273062785
138.25,1.632718224273088
138.5,2.1093462410610786
138.75,2.542185735880488
139.0,2.9208855779751235
139.25,3.236882343131392
139.5,3.48371406857362
139.75,3.657239906164796
140.0,3.7557519880300174
140.25,3.779971888310679
140.5,3.732930912145214
140.75,3.6197406202840456
141.0,3.4472670098845306
141.25,3.223728111605288
141.5,2.9582399480582984
141.75,2.660339409788796
142.0,2.3395143205713795
142.25,2.0047705887111715
142.5,1.6642638271358352
142.75,1.3250182818836247
143.0,0.9927496021933102
143.25,0.671800325297995
143.5,0.3651884634589811
143.75,0.0747608817702899
144.0,-0.1985651044097454
144.25,-0.4544956584980768
144.5,-0.6930191262610211
144.75,-0.914062107388792
145.0,-1.1171763401009025
145.25,-1.3012880426905389
145.5,-1.4645369414163485
145.75,-1.6042254289905964
146.0,-1.7168895779609783
146.25,-1.7984936819192212
146.5,-1.8447393459433563
146.75,-1.8514697039611012
147.0,-1.815139930402214
147.25,-1.7333176169872926
147.5,-1.6051714763016889
147.75,-1.4319047227297628
148.0,-1.217090671146945
148.25,-0.966872648217467
148.5,-0.6899980411982987
148.75,-0.3976667781513454
149.0,-0.1031870814130889
149.25,0.1785548782527584
149.5,0.4317907416341068
149.75,0.6406971413214607
150.0,0.7903087513892499
150.25,0.8674627591615651
150.5,0.8617148206050387
150.75,0.7661649967178811
151.0,0.5781347850249846
151.25,0.2996431191612676
151.5,-0.0623602249674681
151.75,-0.4960316200503166
152.0,-0.984952682654826
152.25,-1.5087257825950768
152.5,-2.043822724944351
152.75,-2.564646837856791
153.0,-3.044754326262419
153.25,-3.4581695244372206
153.5,-3.780721389086236
153.75,-3.99132574768929
154.0,-4.073139684194679
154.25,-4.01452091974634
154.5,-3.809735734283608
154.75,-3.4593731981703306
155.0,-2.9704403303710407
155.25,-2.3561311904292817
155.5,-1.6352816709125069
155.75,-0.8315396975452864
156.0,0.0277034534632019
156.25,0.912561923960758
156.5,1.7920159291711937
156.75,2.635310900577847
157.0,3.413320953409505
157.25,4.099806131972763
157.5,4.672500547002688
157.75,5.113979641636334
158.0,5.412268622096245
158.25,5.561169638817825
158.5,5.560301600405028
158.75,5.414862535525648
159.0,5.135139233908951
159.25,4.7358016612249925
159.5,4.235029683051001
159.75,3.653526479027728
160.0,3.01347642703564
160.25,2.3375051585909685
160.5,1.647696111969823
160.75,0.964711607698151
161.0,0.3070577642307409
161.25,-0.309477905986702
161.5,-0.8721989275744977
161.75,-1.3716769241575053
162.0,-1.801739460834644
162.25,-2.159285374337957
162.5,-2.4439533215696887
162.75,-2.6576763370146965
163.0,-2.8041599866870914
163.25,-2.888324079349922
163.5,-2.9157478198621534
163.75,-2.892155868870486
164.0,-2.8229782282732967
164.25,-2.7130105232614863
164.5,-2.5661934999842817
164.75,-2.385521863030998
165.0,-2.173083436468206
165.25,-1.9302205589531276
165.5,-1.6577971235893574
165.75,-1.3565472245086458
166.0,-1.0274754031690734
166.25,-0.6722743572806262
166.5,-0.2937239555087775
166.75,0.1039643411520979
167.0,0.5148909655800334
167.25,0.9313281177522612
167.5,1.3437176276840852
167.75,1.7408198283395566
168.0,2.1100166255873347
168.25,2.437761424182464
168.5,2.710157976957975
168.75,2.913640242470162
169.0,3.035716641075004
169.25,3.065735327653933
169.5,2.995622803061104
169.75,2.820546790066804
170.0,2.5394560613293145
170.25,2.155454889171766
170.5,1.6759778380384622
170.75,1.1127413704670552
171.0,0.4814616091751776
171.25,-0.1986581654173533
171.5,-0.9056519952451608
171.75,-1.6156952121482722
172.0,-2.3041426957907345
172.25,-2.9466459504393403
172.5,-3.5202864980363966
172.75,-4.004659916233736
173.0,-4.382845915989164
173.25,-4.642205240625179
173.5,-4.7749536584347645
173.75,-4.778476393186125
174.0,-4.655362194137594
174.25,-4.41315386430708
174.5,-4.0638302573179805
174.75,-3.6230522561072833
175.0,-3.1092208121542844
175.25,-2.542407610678595
175.5,-1.943227391161948
175.75,-1.3317247223187874
176.0,-0.7263467656215505
176.25,-0.1430672852350298
176.5,0.4052837312017792
176.75,0.9094452447440838
177.0,1.363883136249078
177.25,1.7666781531598574
177.5,2.11916035095542
177.75,2.4253246380864115
178.0,2.6910775284184774
178.25,2.9233769491059016
178.5,3.1293340639602727
178.75,3.315348018700455
179.0,3.4863411510094706
179.25,3.645153794771093
179.5,3.792144989441167
179.75,3.925029164433846
180.0,4.038960448504922
180.25,4.126857064518458
180.5,4.17993977549547
180.75,4.188441954717013
181.0,4.142435798992676
181.25,4.032710463781945
181.5,3.851634106103576
181.75,3.593933223427683
182.0,3.2573291174794017
182.25,2.842982246209627
182.5,2.355709768263754
182.75,1.8039585766109807
183.0,1.1995342315764856
183.25,0.5571040409136456
183.5,-0.1064912578576624
183.75,-0.7730693833858203
184.0,-1.4240245551742263
184.25,-2.041269148057836
184.5,-2.608135995700041
184.75,-3.110182610587221
185.0,-3.5358470096178003
185.25,-3.876916687916268
185.5,-4.128786561685513
185.75,-4.290497238058035
186.0,-4.364560540089726
186.25,-4.356593632597188
186.5,-4.274795308495453
186.75,-4.12930716986989
187.0,-3.931508012855703
187.25,-3.693291450900872
187.5,-3.426374756504741
187.75,-3.1416814364311128
188.0,-2.8488318055367454
188.25,-2.555765608310674
188.5,-2.268509488563192
188.75,-1.9910907904862167
189.0,-1.7255886993406897
189.25,-1.472304879348112
189.5,-1.2300291322347916
189.75,-0.9963715433077692
190.0,-0.7681312136966344
190.25,-0.5416728624552992
190.5,-0.3132859664186669
190.75,-0.0795061613313986
191.0,0.1626152868177268
191.25,0.415301703969956
191.5,0.6799025831590259
191.75,0.9568029694170554
192.0,1.2453832489687946
192.25,1.544019678294967
192.5,1.850115401433694
192.75,2.1601526649266
193.0,2.469759155212452
193.25,2.7737844271757277
193.5,3.0663857582152554
193.75,3.3411259202789028
194.0,3.591087820537469
194.25,3.80901231943153
194.5,3.9874655290754975
194.75,4.119040428497106
195.0,4.19659478713074
195.25,4.213523419295396
195.5,4.164058103155261
195.75,4.043583598745052
196.0,3.848953657572459
196.25,3.5787872944754877
196.5,3.233723391432146
196.75,2.816611306176103
197.0,2.33261678764062
197.25,1.7892261868346164
197.5,1.1961375256647715
197.75,0.5650340842600095
198.0,-0.0907557394575846
198.25,-0.7567001067085096
198.5,-1.4175866942324944
198.75,-2.058099695750651
199.0,-2.6634183970947847
199.25,-3.2198018816839435
199.5,-3.715124063050291
199.75,-4.139325625344145
200.0,-4.484754481287316
200.25,-4.746373700724731
200.5,-4.921824986694347
200.75,-5.0113459810510745
201.0,-5.017550163030757
201.25,-4.945088017821814
201.5,-4.800216687455443
201.75,-4.590311765409559
202.0,-4.323358716330196
202.25,-4.007462263195669
202.5,-3.650409899087024
202.75,-3.259320614939793
203.0,-2.840402393939545
203.25,-2.398832620720305
203.5,-1.9387650590719645
203.75,-1.4634563278442685
204.0,-0.9754947338435
204.25,-0.4771057318019802
204.5,0.0294981190869461
204.75,0.5417585210997343
205.0,1.0564406234046309
205.25,1.5693641427906388
205.5,2.07522529940696
205.75,2.5675307954367077
206.0,3.0386556336893773
206.25,3.480026142854948
206.5,3.8824190043544458
206.75,4.236357226513013
207.0,4.532575684463951
207.25,4.7625227079973005
207.5,4.918860739975589
207.75,4.995928568865817
208.0,4.990130083698238
208.25,4.900219692192283
208.5,4.727462048015767
208.75,4.475652936094712
209.0,4.150998322891432
209.25,3.761858883526658
209.5,3.3183769624082644
209.75,2.832011167495484
210.0,2.315010023649107
210.25,1.7798598721867112
210.5,1.23874325961919
210.75,0.7030423846227997
211.0,0.1829179596262838
211.25,-0.3130125224536591
211.5,-0.7778811002993329
211.75,-1.2066531462025063
212.0,-1.5960907363618402
212.25,-1.94460636425866
212.5,-2.2520253441722247
212.75,-2.5192811541154194
213.0,-2.7480718008274643
213.25,-2.9405068288379685
213.5,-3.098773801569877
213.75,-3.224850098011072
214.0,-3.320281001687549
214.25,-3.3860387526719893
214.5,-3.422470027041656
214.75,-3.429331790756957
215.0,-3.4059082382610986
215.25,-3.351195118883313
215.5,-3.264132641082189
215.75,-3.1438646739272302
216.0,-2.9900003465447824
216.25,-2.8028544398966364
216.5,-2.583645083705772
216.75,-2.334630991867809
217.0,-2.059175456717085
217.25,-1.7617301576066662
217.5,-1.4477380559748507
217.75,-1.1234607699167234
218.0,-0.795741393801777
218.25,-0.4717183578484281
218.5,-0.1585092984126547
218.75,0.1371141744609104
219.0,0.4090395617361112
219.25,0.6520943248103149
219.5,0.8622769668755277
219.75,1.0369245287851714
220.0,1.174807251378514
220.25,1.2761462225446027
220.5,1.3425550106295985
220.75,1.3769112113633544
221.0,1.3831681604103037
221.25,1.3661205003382395
221.5,1.3311396256619323
221.75,1.2838961360742267
222.0,1.2300862729270374
222.25,1.175177957694467
222.5,1.1241896403895073
222.75,1.0815119216163698
223.0,1.0507781115327397
223.25,1.0347858451396883
223.5,1.035467910415189
223.75,1.0539068758101964
224.0,1.0903852027577698
224.25,1.1444605169089792
224.5,1.2150547353774366
224.75,1.3005458681672224
225.0,1.3988525016976945
225.25,1.5075031133244048
225.5,1.6236852591167552
225.75,1.7442730570152882
226.0,1.8658349408157584
226.25,1.984627051181105
